neo4j_cypher_p_100,neo4j_gremlin_p_100,titan_bdb_untyped_p_100,titan_bdb_typed_p_100,neo4j_cypher_p_1K,neo4j_cypher_10K
41345113,1872958802,1887090942,1850363111,42021932,44963062
37235559,102015192,80142424,77731277,39920606,52980800
33997114,16381825,14417445,19188786,41905796,53725522
38436430,366894716,380327375,362322421,46308839,39347719
36680449,800481583,791724197,777462103,40769568,46218129
40418308,522489399,519638128,507447769,41879758,49541351
35341228,702751546,713895139,673779754,37912665,36956372
44488143,1811298218,1793972995,1755552033,46017185,49377972
38369857,112894423,112199347,106393723,36963089,38260959
34052413,311120853,306311430,293230874,43994535,51386768
40629964,5214776046,5192013517,5115046738,41081178,38479684
35245280,17470389,11717864,11953374,37437225,44404267
38086253,1504554483,1425883046,1431354935,44824043,43113281
40728831,588038453,554942293,527114431,47017625,39190020
34648834,2488248005,2354217758,2317368313,39993513,43547952
36803182,2502398852,2612731888,2570171888,36307041,37558545
34361724,234337950,226465228,225380096,48804129,44697892
36709270,1472280178,1365018891,1320306028,42561674,45558831
36735873,985927651,1012337063,991740781,37146216,44346451
36726979,902087708,874578917,851415544,43578531,52635646
41617194,273104938,275438644,291440938,36176226,36758485
44680423,559402778,620890807,611327139,41352078,43927922
37095953,57487262,55965794,57836983,36885657,37160779
37723458,532599955,489789754,475999532,41373262,44845767
38385001,391236677,400642854,388063580,58733601,42492039
33870037,2383615958,2224290627,2173029347,42282665,38313775
38449454,922557215,877464883,853673646,53459119,48952745
37443843,1850142167,1770959068,1720959535,37643265,43328314
41163284,97882748,98716427,95508299,43042199,41873893
43133399,804980308,743757058,730029901,46865331,37264057
34236090,3712327,4152596,4203196,42066170,54814033
35596638,3035239635,3047635505,3951871079,50565384,42772509
46978760,2151038019,2043938179,2016756765,37631212,37958031
39097386,181583950,180218358,177323010,52834045,46150215
36339870,316211699,289404717,279415962,46062472,47466904
36937925,141593134,145687973,144053952,46039441,48202906
36193373,258988328,265281081,261951679,35735787,44327817
37246610,12026878188,13209058888,11694131127,40421153,37593785
37319130,393560460,363643261,363663027,40400771,43425219
37216926,804462803,816028671,794171411,37558698,36544566
36338039,28601023,23629579,23706893,41053768,50455632
37517082,2115780615,2062046711,2015497501,49644212,43228923
36453618,270214632,253934987,256047780,41912183,42311769
39031128,16527905107,18171243405,18861378319,39285168,44085585
33830556,822206493,794113465,785629929,40455789,41829162
37008555,90413076,84083848,85357822,43872909,42269834
34651848,35365696,37431987,33845384,39239953,37801279
36764126,474388498,439886182,436058136,46574697,44880688
38259950,295153853,277538010,274003091,39013116,41677355
34132508,74030088,54509068,54024717,49483398,36701870
37367070,237352112,230249387,225028907,38187559,46891298
34554881,27895511,23835940,27417133,40422874,41360804
38067916,128555739,141367190,131960645,42089743,44693474
40217985,328382954,294451631,295164509,36976760,37061052
38585177,84985604,80364820,72680208,41986052,43093569
42711266,768046442,704842493,725351021,36741035,52244554
33610568,240327258,203038254,199200848,45761838,45828886
39358885,2100744990,2021336660,1997900693,36704001,46181674
33560056,727693843,678459496,691290217,41155072,37018186
36550698,1788544804,1690307348,1684587619,41101027,43787426
35338127,7767070200,7832788995,7851934338,38348202,43516611
35829472,30126065,26015020,29494996,41692649,42307551
38327127,326498890,327464557,314969310,37517389,42816600
35501644,1560499288,1527846328,1485894588,44038970,39353135
36726020,451000461,401612017,391803582,36249200,44242061
36309843,9250558846,8919144168,8580770029,47691844,47535803
38318091,3754668,4189269,4174592,41487466,43898683
33774542,146582129,135636162,134116821,36065849,47473998
38141649,625739405,605990767,587366852,46256407,43838212
36560564,1823266535,1684318736,1648188668,37827342,45471745
34141910,562771343,552996162,538299615,42797588,36923909
38804642,3493622493,3364101782,3301681148,46523446,53479894
34502047,446890792,385932863,392973294,36249676,100336540
38880830,396664551,380691053,376274976,39397876,40802665
34400932,13216888321,13902681045,13743207663,40602041,45333283
36326861,60224830,59896128,65016164,44384982,37640768
36538921,699859062,595744161,581188486,40486719,47292629
35475342,576040503,523910015,509885486,39410966,43744775
37345537,94174022,77870727,75822042,43636676,38580989
35364439,74420674,59065890,62285984,38215251,46085085
40124711,24150103,23401512,18857440,38789473,42450324
36043352,274966255,271660272,265217318,37175801,41952541
41357310,15725284228,16369602653,15186892657,41598343,38529876
40572861,106693022,85714372,82427083,37653761,47024373
35329492,151131609,142514140,137145563,41413399,44825435
36861643,1752547,2522991,2489637,41067600,38546833
34493922,258249676,259576152,250772202,37342131,42358347
37101061,156851285,154207860,149178098,41090334,43672551
34002992,445807516,399422505,400721905,36029102,43857577
38457139,3003763336,2939549906,2858573871,39842614,47108646
39341283,1868668420,1691505438,1658014935,36976505,38731614
35391311,131435137,117882651,111205851,43118007,45722706
39106598,428383898,368291839,351876355,43411434,43428147
34492575,2986500106,3004563643,2838815181,38648255,47240279
43784838,218241996,210046137,196414923,60347447,36369648
35058254,81223398,84990840,84120165,35832863,47712880
39189507,172771969,175109629,160970041,43960272,43591927
37960866,243407818,256535970,253525272,49104260,37554550
