neo4j_cypher_p_100,neo4j_gremlin_p_100,titan_bdb_untyped_p_100,titan_bdb_typed_p_100,neo4j_cypher_p_1K,neo4j_gremlin_p_1K,titan_bdb_untyped_p_1K,titan_bdb_typed_p_1K,neo4j_cypher_p_10K,neo4j_gremlin_p_10K,titan_bdb_untyped_p_10K,titan_bdb_typed_p_10K
138527,171921,423167,454527,35400583,830065,579768,733097,27032623,382953,544616,565161
28305107,204658,510736,564953,26714305,413289,484903,607391,30703705,277138,524066,794192
30207267,172948,429955,461069,36178427,9121336,477780,605449,30260618,367946,530896,594223
26154086,204336,754198,562665,26917369,637916,484969,623508,28094288,256262,578293,627961
27764895,191142,524443,546120,33522570,403169,444922,554548,34774444,321353,475096,484790
26933734,182993,484277,492323,27959531,332117,476092,581171,28438709,255184,576347,621381
170754,203754,647956,500679,27103811,264020,494923,877276,31810248,692442,603112,663716
30876919,200220,562294,521925,25894955,300420,494049,717257,27617286,309119,613036,677699
29685200,207105,502855,572649,27586148,300867,520421,686993,30886061,234534,416521,447974
30251724,170185,403972,444715,34833345,463430,475311,599514,28559643,306151,510226,546003
27170410,205075,502010,564270,27480774,342844,536427,657639,29751598,227477,539417,541713
26412721,244977,427585,485114,29919571,367247,469545,623976,34574343,280548,514453,546559
30107933,201252,497901,577965,25671021,213379,451366,598612,28732289,252019,490219,530541
154965,171102,396353,460326,33993531,323813,499130,613089,39384649,284962,496754,511931
25193503,209385,413286,7647281,29322412,302409,519048,620067,27900463,371328,555282,572202
174557,200210,430506,744565,27557686,220423,496356,607325,30954888,332000,557446,586519
26591800,209721,512834,677342,28393456,228988,484275,658870,29159139,276659,577343,617492
34391226,156063,394092,678742,29777570,284549,463905,632615,29989764,213655,497119,539469
25787388,170843,416866,739579,48256615,205781,427785,528047,43769183,416875,518143,573530
27254801,193653,593018,723249,35840239,238122,534857,669673,29120160,238233,525151,573697
30433791,258249,585962,619203,27293474,223403,526444,654229,35755005,170811,412331,458534
156812,219384,435968,500092,25569729,286815,465035,598442,38128961,332448,523677,531978
141325,191208,417987,514338,31549561,395436,500957,646836,28789822,333425,533310,545058
27081963,177341,444366,546676,32367311,284934,530712,661399,29005711,275299,520916,523464
32338189,287934,447868,675684,26382021,380692,504544,711255,33895481,311043,510712,537364
154569,190435,414062,536607,34301719,350349,502907,678214,35227661,316629,522881,535877
26623448,215150,496533,611312,25660770,298548,534203,709186,27099907,237079,597230,595954
31221518,176850,392540,469313,26234004,280870,476315,593168,31763849,277513,511541,513140
25919292,190483,409832,450921,27823707,344306,482589,597879,28175624,442870,555611,596039
26830431,209847,745736,581587,26319792,369628,529337,664363,28737676,190661,474898,437728
25311669,257240,443656,505102,27308171,392033,476978,683696,28169443,289873,518384,539277
149192,198062,406822,469293,27889200,314262,518900,695098,35003938,371994,645476,575852
142830,193917,402448,475623,32658611,372176,505401,676775,33948698,277162,531279,525279
26379472,243788,508990,644568,26246055,198915,408952,508271,27560481,185398,433366,436232
26601299,166095,390563,737969,27428795,323230,519461,782578,28618204,206090,508882,509301
28005792,178455,399754,752517,143165,258736,431963,853466,28046317,348448,520639,542257
30068044,3740616,411818,805993,27985831,444867,493037,1014848,28052172,373965,588724,569524
34871674,183304,440831,854684,29795220,210671,402249,915346,29658194,233138,628484,586187
27149928,172119,396561,795460,34342846,224821,513729,1139982,28479686,228053,616766,568755
25658211,187029,482623,929058,26397918,176951,380066,914006,35941571,180353,520155,485482
28766062,187898,468316,929060,32740915,224841,514491,1155319,29715508,206188,521226,512411
40455471,152650,390184,772488,26382163,211182,462977,849735,36859209,288978,567773,565286
26641353,179091,430906,830840,27100623,300846,466841,864683,29837323,220400,535026,509611
29922902,187427,420438,740602,29441070,311953,623435,996810,27371078,217134,583320,569216
34249354,272121,21472592,901572,26612400,218768,809675,859625,29069207,182578,527269,478112
27299649,183738,576095,566764,25698282,190089,742629,639483,49875685,263427,622285,534549
30500059,168920,438628,528058,30511185,349535,819330,596395,35737669,399027,540975,519854
27394025,228112,431145,512724,29401188,219194,729394,535024,26779460,430649,544969,543341
146390,203619,448149,498148,25646910,271252,829554,572257,29271284,333558,645544,547119
141692,198286,431765,475996,27087631,308980,872519,598081,28650979,491681,604323,542418
146052,195582,424023,499249,26709502,325422,866382,590887,28460860,373472,589730,541605
26495444,211772,518194,515417,26857270,220538,725707,533592,28972752,313895,544227,547667
26994636,202414,568458,555439,26594237,220199,754377,503215,27637249,266637,518265,519020
29375881,304888,576653,700735,26343914,235065,918245,617089,33317790,194793,505611,494782
32122952,269829,488252,574467,35586151,286194,806928,765330,30725036,363300,557212,562446
26705064,239525,474746,606687,24917021,332755,873587,1108581,31559900,297192,532283,553721
146505,193417,621238,520369,30471174,312478,834984,1088752,28028881,310835,536148,545390
25580285,179471,547221,541680,30033366,297076,939348,1154578,29035975,231571,582819,619940
149679,181387,476765,504951,26114049,332251,835680,1044652,27107377,343702,530261,571107
26379821,203953,495686,610621,27528287,237417,891715,1165591,28609610,236283,584565,584308
201303,240657,412245,563761,29233785,279765,935506,1134189,42463875,327184,536739,763256
30233830,232322,472496,630971,32394634,197962,811210,955816,30734096,193396,517558,764710
25895787,192989,442742,607320,27873923,210843,889451,1092852,28601681,168339,424202,666484
37337354,186092,1169487,525690,26331089,368553,954207,1184451,29147718,320486,517108,564531
25765861,335170,513375,596243,26891741,357491,1067339,1232602,28251976,456828,604790,706110
26660834,216968,524516,637330,26964490,198902,855358,884226,27964450,232525,619448,718036
26968880,186243,435243,502800,225756,198535,865896,788654,28841742,389594,732808,899511
28401090,216310,507132,575294,26763207,237650,1060652,1067708,33655943,227562,536880,652573
24714323,202285,506191,622999,25538315,171646,795650,743250,28153625,216051,566392,661125
28896224,181843,422034,501608,29770907,422849,1082847,1064860,29314483,441646,587813,636964
148619,196120,419975,509369,27327035,273060,885134,969938,28309215,326840,530140,591653
29958929,219545,545042,658267,26816483,231355,954105,1063038,28853898,367542,575463,680291
25784027,178609,435222,497467,27883712,288395,933203,1118089,30458210,291137,490812,680409
26635493,195696,407247,497088,32458241,210378,833117,999648,30273020,283672,520528,605629
26289372,192567,428135,487065,37053083,318026,1004711,1126654,39014714,307553,553384,725308
26960511,194957,411040,492900,29280476,317365,1099375,1090171,29267543,543980,625056,773109
26284396,268065,521500,655625,32612832,240342,1070290,1086922,28646841,234035,574964,697268
30176050,209660,501866,625807,24659096,216812,999414,1102259,27631544,217619,482649,597756
31033235,197325,452214,485854,27342228,333087,1011689,1056787,28762881,322986,554660,545620
26363971,219522,878035,640026,26750646,238875,980631,955049,28110258,187925,469248,432657
146700,182618,698640,507425,29920767,302308,976952,1059527,28297597,411847,492230,733609
28887353,213059,874686,647703,25847480,231056,957297,1214649,40211572,266134,510272,947261
25983985,201504,864040,622064,27733144,169638,671815,878676,28226020,186838,456240,711463
148030,180681,875181,499958,36304351,259297,783451,992144,38224080,346368,497076,592592
142233,194712,938068,494816,25665221,295714,933175,1046985,27880312,297551,526754,578411
38109550,182451,898536,541315,26940225,184063,771127,855877,28097306,234565,579976,638573
25948969,199474,926790,538456,25685795,215375,819462,1036011,28792560,341701,541174,630951
26224362,279708,887451,586479,27616372,297537,990181,1075941,27821173,586982,494535,579784
31214681,261707,777206,579336,27512239,220476,984934,1076466,39799625,393504,558113,616503
28479917,192082,822017,531813,26717722,262956,898438,1109958,34539055,669969,508611,567251
28003364,219081,944132,610416,30591344,231488,970960,1151931,29148786,458560,544331,14189295
25596298,178811,702535,435600,26380871,327912,859281,1103797,27334887,504300,528149,544857
27429903,192541,748774,450381,30944030,304666,907988,1121490,29539484,364967,508374,578808
152728,196109,786234,430642,26109489,303466,850307,1077976,27487952,291438,533645,557420
25829008,214251,979754,533918,27443941,234142,938709,1177540,29739576,235052,579965,627085
26300219,291185,870699,465766,25301068,429695,935391,1123220,44385261,385495,485496,538094
29958564,171655,633831,428594,28435743,221977,903719,965716,28628927,400006,559472,632892
27662514,187405,753536,433827,30577413,287144,977233,1027473,29278874,505001,494083,553284
147475,193771,696805,457782,26105689,266892,916106,1056170,27316561,482731,493452,576637
26607639,196459,655273,425048,28763239,335659,1001213,1103168,29118841,588714,530601,582803
138891,317863,625846,418243,27346116,327652,872670,1111485,206742,343302,458629,526248
25398040,386512,706139,516099,26691311,337589,637762,1094319,26818085,2151011,511503,629021
26413572,210770,652079,482604,27082912,231168,543148,1206085,34430485,468981,562362,584884
26290395,196843,717612,512702,27685997,167868,410563,918651,33908394,283789,400260,415482
152490,178334,570530,424069,39081530,348563,497833,1139203,26524820,490741,483623,549420
237987,193507,587098,419616,26379357,326447,519133,1207366,29445768,5342834,512668,567518
26215900,211434,716218,545944,37768057,184427,408855,1016217,28901249,412180,554798,594911
30774465,250659,509857,389455,25993113,204606,474664,1002684,30924963,309048,723890,569100
25958261,180611,598326,424403,25764847,298323,487670,1043180,27555488,433359,578741,512476
33851533,176266,611099,442095,27142275,239394,7939933,1113722,30826385,364113,632673,645039
28693337,177673,577482,410793,32204396,4297248,504961,1341449,33659849,533814,565032,577697
153777,250725,653903,425769,38276293,240037,408238,1009088,27519128,852133,598460,662407
26255420,187020,631700,439542,27045747,227647,433266,1169870,30392894,317115,546958,557417
25956237,289484,7126756,512932,28070317,184868,385855,1227449,28535614,314430,553933,614329
26135321,190230,714265,432973,25799865,274900,415074,1115250,29304624,888926,536518,677901
29070818,344077,748296,493969,28575354,275532,434657,1174052,27983427,586647,541870,627217
36771715,229255,649503,435532,27260625,305976,440452,1182731,28681982,473964,529679,606353
25714286,341668,761548,527598,27243065,231285,429755,1275440,33873142,323607,580670,553705
29480131,258404,679460,413698,28575744,264708,428959,977853,28470102,464957,602416,586394
26361200,247569,642610,416400,28130780,1032064,472745,1041797,31928793,393197,590667,632291
36319954,273020,628991,463992,26971340,335330,459675,1090622,28655058,263882,525021,526109
25742393,400060,654090,493094,27678783,445354,435229,990765,27951090,585427,627567,657515
35386587,346355,741584,644272,28122412,263191,399985,970126,35696924,372069,734475,754533
149524,260111,592790,478380,267163,211916,387979,966975,34188514,462363,505809,545898
25783682,496685,618322,525639,33377663,230480,472247,1119811,35384957,373669,631749,632924
26438721,323918,567741,523476,35789196,206690,413918,1040970,26702466,270038,448344,561842
32318950,307896,587651,483390,30892065,277658,428505,1046666,30905679,963754,523813,651391
39095186,257432,710510,592773,31351004,275674,481510,1104400,28145064,387556,502904,591253
25312874,179558,580305,446654,26825238,310625,433242,1037768,28718499,386210,472186,614000
312365,197313,604506,461096,143040,210449,381686,861980,30231180,480719,512027,651171
153272,189436,594671,492931,31193898,281140,443906,974425,28267342,531175,499069,604072
27831523,254581,553953,449111,26698456,227383,478680,1069946,34755545,388673,415372,489957
28129092,256917,677052,626701,26850062,214406,472130,1099686,30018910,256338,485397,591577
24570620,223696,582101,499121,32441101,287042,426533,944610,29118639,412672,560518,593116
149371,267071,650553,445907,29885080,266154,429083,1062923,26755129,490228,903399,645246
31183740,193386,643988,530518,27130022,222195,426461,991859,38957023,325436,944889,663468
25229741,175776,577642,465716,29258767,242246,440789,947033,27430832,1160558,864698,715100
147514,186397,598467,469610,27322549,208750,393610,885416,28157559,662699,817925,617780
25423027,164371,527568,510505,26527700,229749,468889,1025345,34417318,381269,632905,491475
26902680,191683,698047,628513,28274626,204318,412964,918697,28990351,453148,725411,557233
30670215,267112,681764,597063,36228945,285196,578549,1155744,28318879,347299,783274,566368
27084793,176981,565324,408011,26178660,462912,691176,1004515,33135698,611038,777390,557633
25857026,187301,638918,441345,28609802,330400,396353,779878,28416279,803522,828599,661353
26658106,186486,604930,431797,26127792,540661,479789,928397,28453275,740051,808283,632642
25647016,205566,711025,532111,40106819,380532,422837,842637,31243444,476876,778349,653766
25959051,189974,682422,520646,28643471,9307326,476935,933638,37061821,377624,796402,662338
27633589,171239,575429,412097,28523459,624622,442481,908180,39654759,1241683,872095,719514
27541913,184699,654385,447165,33153143,384993,414994,871798,29036929,476920,934993,649625
28675460,194259,613326,456041,29963508,337547,450365,897840,26460237,384584,760811,544844
25004830,184646,634040,451598,27263475,572164,472021,887324,27387492,518468,734602,692877
29962110,307001,687621,562962,27316564,362612,395455,805520,27604688,423191,871312,987307
25871749,302592,669279,579508,145838,331030,441641,909081,28490395,560073,670451,658556
146823,199686,607390,460401,33413145,343882,439543,832122,35351705,471234,834077,782501
142232,194940,640147,462316,26348005,477277,670137,977967,27388181,1332859,949415,947876
26767260,277712,743913,548277,26847825,408411,780261,1028163,28690537,292991,671722,579476
147971,177848,598520,409488,32669223,594206,598968,1039839,28372377,433183,731560,599114
142823,191335,618695,472217,174936,327023,411064,794214,33488646,372981,798759,587788
25192145,197062,809564,573163,27353048,353866,374607,749399,26830748,222638,774991,591573
26948353,149163,963388,425950,26936504,463844,477037,1056374,33951169,166536,621875,494766
28946946,224880,870855,504471,31815628,372088,394567,796941,33096862,211291,827572,664845
24316718,227257,827385,462168,26771968,423834,658763,874189,26859064,300906,975318,590833
26399811,189654,658850,476664,27156888,375377,777245,1022290,28308524,211839,912362,526417
27352300,238113,724180,473557,27654405,262252,613542,802359,27679665,319451,890544,683549
151598,176811,700181,467083,36240893,401163,602545,940282,29588769,314131,945403,1071359
26366175,176162,722003,477320,27635168,466155,601599,976028,28735418,397422,974182,1183969
35535508,264016,719018,490118,31720255,330498,496569,843219,29081497,320299,938102,1007807
26555734,188889,883684,468964,26255201,291247,565823,841568,49386076,276646,1013154,923416
32571814,181673,771256,505346,26249072,293639,505204,747633,27993196,395346,984501,932471
24949351,180633,757518,500558,30715804,232647,411269,663554,27448917,478997,1107295,1078184
27057545,158646,636378,369684,28928185,341586,436914,727459,37929298,335139,925211,958087
26190836,163917,710793,408401,32733209,331986,463230,735770,28598025,549690,979353,959807
26277161,203341,797717,534317,30324077,253658,441604,710155,26569637,620144,992202,1231530
25462441,190638,844238,472338,26965329,329908,589345,680009,27595318,260001,930562,1115657
28073641,221614,831362,505588,34077549,289876,555489,769750,33863285,330337,974548,1038249
28501198,174263,832867,445758,33785379,282343,486346,762607,28850707,365460,944252,996952
25622915,162272,723667,408768,28264297,363797,490609,729905,32534052,506355,846893,934180
142938,175984,614502,417736,26162190,622997,602414,909626,33671900,727440,751792,816497
31751148,230211,685565,472659,39095688,284682,399179,618847,32697149,977650,863015,729147
205958,187419,630974,411656,31716398,273999,395153,678124,38320140,519719,794059,605839
25812321,163905,934470,436557,29149448,304489,575296,883382,28819961,356485,895504,919864
34210090,180653,752402,451120,31365367,356871,476237,794613,34527240,317160,937205,641103
25469523,219221,741457,508163,31559188,239339,390951,738392,28638406,244616,737955,460945
26588805,174404,647097,397591,26182724,378433,443491,975115,27514777,518906,763368,635231
27896983,332981,770942,470216,33585251,220551,535246,998671,28136750,534904,878898,983589
27029149,194342,776330,421351,31893828,291191,460587,929286,30029925,472898,871493,974010
32936040,208850,791427,470708,25102754,280507,502462,663418,28057397,274684,852317,927174
162717,172315,941809,406117,32379589,484915,436045,547070,26759005,518613,933948,1078878
34276398,212093,897020,511402,25874068,214916,366255,452958,36834473,356202,974951,1081348
25737128,189916,835967,498405,26306853,181810,393316,656319,26781572,240966,665597,739237
25059027,191442,875498,518946,28992028,230574,468080,703361,37795158,331610,923982,976332
32491065,241547,842371,557495,34604673,179089,398688,500332,27991848,328248,908422,1006024
31060567,171307,724886,406951,30687695,286773,431680,664577,28991099,370941,9673673,974469
33004449,203773,871141,537992,30488107,189189,370218,498845,25916946,186975,930278,903957
27177532,172365,777428,423982,27167691,193500,381397,535878,31089638,276999,966621,941176
27447468,248812,676701,394023,26924712,287475,443777,642917,33758642,221754,1082601,841915
178886,311601,916280,546493,27874206,309552,426464,572266,28811858,272563,1124246,858994
25935238,190775,781504,420930,28852448,339723,464855,591181,27639989,346063,925690,888441
28380648,287841,854090,491885,26815209,228552,394708,9421996,26353923,349968,974620,866622
28060092,208068,839283,527830,37267449,397002,622404,725290,28408296,221042,896598,867936
37174718,173369,722582,412821,32060075,272048,431497,472116,30802683,410988,992699,932719
35145656,209420,879898,540564,28337487,216225,461774,479004,28537860,208118,782658,766906
29506283,189932,856534,542671,26752272,210062,473435,522245,32207171,204717,847071,902182
24401669,183691,737550,501196,26292602,247532,470075,512328,31742901,204213,911343,877296
26044360,191885,750667,498018,26246063,199868,425991,454788,28313318,202763,1000291,893692
27731860,192172,907718,509788,29236429,174292,395653,425856,26579387,208991,912174,875625
29904198,193025,877813,519331,31067328,176399,395622,425493,29269016,202922,936724,846779
26087802,189141,776252,447239,26399550,207506,469549,545746,34442203,205028,921537,847461
27057147,172730,673182,408407,27825709,294657,441435,477523,30133060,320473,835961,732533
26052616,195221,762203,426054,27115739,263529,698937,768511,41666509,327645,881963,808188
31206467,187828,792007,418983,26625627,259768,680927,783133,28412460,238458,917589,587824
26118578,164028,700135,390526,26805401,223144,682769,649644,32262353,211271,907156,566993
27075541,204956,679118,418627,26546534,209380,517306,542101,27584593,208524,1005417,570538
30443472,192689,747122,544311,36365446,172743,424921,453876,28119418,158477,745258,435649
26776182,157433,701792,449337,31746214,242293,451727,520877,27822062,210237,925113,603089
27421076,193600,900486,523013,27213756,200121,451931,506456,28167650,205712,925168,654235
137619,179300,682308,389190,32321528,191845,426086,465205,34093207,340215,711585,676071
131399,192783,670723,441188,27178117,298869,480673,539388,30756311,290472,646271,562094
26750786,209979,793911,521358,25560179,217975,470588,526990,28870018,212601,653788,527910
33446540,153904,614709,371610,26537179,212432,484604,550561,26400633,246284,838856,506137
36038847,206281,837890,497492,31729877,214461,809841,549908,27571460,165874,760007,418115
27018017,179543,698292,406026,35910867,276130,564921,504092,29405763,297558,800666,505180
31689481,206298,706736,421675,28404545,205493,454154,752833,27691119,281658,740081,546898
28278214,320738,750273,474693,27877181,204236,426809,609885,38283764,295070,767181,543070
27214236,200847,695222,402626,28828920,336287,566062,589936,30505241,406901,786781,520322
35003003,200086,695935,412088,26635812,300135,525305,547242,33492314,494473,765390,518674
28620252,215810,838014,512662,32191295,224784,484008,522157,27845294,348173,729476,539093
25778771,248159,832847,496189,31266168,166073,372280,404722,27218898,334021,793620,489496
27115740,191321,806358,502370,25612365,188808,398062,406481,28711158,260992,573446,348599
30950792,193584,658891,376992,28532873,165758,380522,405451,35134129,271626,573305,404699
26011704,164371,641431,409148,39824545,306516,483058,515797,28639614,513217,598435,435846
33537636,213361,757028,508210,41841189,226855,515553,575876,28148291,343324,688371,487236
25852258,163039,702235,397335,35193738,288940,449861,498215,32489468,412904,583925,435409
26267669,192590,821427,512481,28474744,193689,450632,461789,35266373,340805,608696,453152
26105498,163268,722913,410730,145325,191976,414119,459274,26920477,357073,583540,421414
28621173,174925,619549,416350,37868161,269554,468828,503263,29293316,438112,664177,498390
30223639,175160,642565,417084,27577940,211815,582701,450964,33834406,380897,685093,499896
26424740,211202,768722,512746,26859084,219867,803672,500359,28532417,291809,634869,462224
27210845,201984,720644,413485,25766484,205898,794511,485171,30208626,246062,581113,399336
26701735,183579,853703,521295,32646884,211894,941797,533438,27059430,327770,759962,501707
28682406,177527,658133,412523,26389784,191062,677680,507974,28108280,499113,783204,500924
27525005,175911,650698,422674,26922810,281149,847778,508296,27730508,521099,774144,492004
26410169,174961,715717,424478,32662257,277679,810821,510332,28412182,424370,783476,721560
38435881,222547,644539,426786,26525897,205956,717272,468759,33137475,502543,780519,539790
25700917,200344,751573,412068,26215862,276307,856148,516729,41410247,476406,769022,631224
154290,187463,802842,469048,26449725,261755,903604,500499,35303841,500383,871221,502085
34219306,275706,1000887,609434,26003276,227526,878495,552498,29479653,362935,621091,524929
27328891,154527,692269,405003,24820199,208733,911711,552855,31621718,340531,552562,505636
28127400,191204,636873,489772,27354197,204676,835847,471874,28023371,251982,576195,424739
30157988,195292,627287,398690,32799085,280281,895267,479767,30289626,431514,580337,466752
28048002,208698,898904,507974,27228654,210567,1041784,669511,34702691,357205,620771,497561
30972850,196892,925218,504846,28224918,196761,877730,736428,27464002,262371,682169,448039
31924476,245135,773510,415737,26918704,274191,798012,568792,29166286,6864760,828315,495847
27262241,339646,822820,517413,35052892,204645,821879,544857,27961015,430784,542016,499043
26080256,345772,705879,490692,25575855,199266,831419,480514,29018561,519508,542564,455984
30553568,338410,619756,444248,29257640,191550,884869,520469,27541525,316606,436567,440668
187514,303676,574444,441200,32698170,478521,704436,864954,28834850,439718,440164,717976
26380115,279216,696934,527960,30150514,204568,721307,579959,33736286,433851,464996,857039
26805811,239532,561695,391892,33537331,230077,630516,469788,27589616,340228,415994,678776
135381,287897,578471,410563,145593,218329,589175,448227,30072437,352160,425785,832786
35362540,263555,741504,476608,32649882,197091,679833,506101,28009103,212775,443569,720169
29568266,244356,638828,470908,28246104,184008,716998,467171,29104877,236430,450068,567376
26277271,254021,723497,554993,26139095,319355,635129,440432,29187496,248130,414519,531676
158710,191036,624734,494722,32921908,287984,601777,465393,28171258,243792,434735,496170
25800306,162563,580913,472641,35153645,221489,682110,496347,37228153,242187,474027,560898
179959,169864,567788,452076,26611450,185976,590447,389375,27281656,210601,429341,706596
196435,183566,616892,466526,28440443,248880,651846,626986,28105632,378284,525979,680888
27116753,195021,652080,799130,26578759,258870,616172,685496,29092084,175721,459525,528945
25930636,154554,575778,705652,29023048,267383,467767,736702,28972757,186486,903017,560887
28210894,185897,762611,605384,26127586,196775,465177,819804,27139560,183423,771743,681677
30051034,147217,599332,441424,27540169,213032,327211,609475,32143870,189948,794417,838272
26240556,290658,773116,557505,38866393,183037,431119,781982,34226585,190677,831298,890192
26560972,257692,619569,489530,26630420,300574,386122,722772,30346528,173453,637048,474874
34604362,203127,767329,694544,26040433,210962,446872,782878,38217011,303541,695885,559810
32332474,196695,733968,578595,31696862,194046,437553,758081,32072904,276629,559588,441642
151940,176754,582049,499179,28257674,237747,382900,798363,27656026,357991,607760,454779
33933399,182741,713676,492896,25913481,271061,390680,796037,29608976,474088,606282,511285
27599442,183500,661206,569130,27213072,221591,410806,808053,29521906,398239,620348,703914
30381016,213500,742078,676359,29810972,236428,465313,872416,42245090,261910,537712,482923
144842,175325,668395,472995,25126985,314085,622280,839734,31042549,447199,634508,493350
26836798,233488,731976,588351,27772625,208853,503955,897607,28223434,327875,700321,531079
26796342,165888,626650,485468,25693318,184884,414810,802933,28112713,288864,666510,506691
26083220,186972,775899,701748,25469015,185043,424615,795179,30770874,203890,660724,485136
28733810,164814,605860,745136,24949684,185764,415462,700163,28843597,189598,652463,533971
27372965,194008,661146,845510,41240897,215751,460507,629465,30390479,154197,505938,430434
26765436,214125,639694,810876,46099173,307623,484560,936797,35222024,261536,617214,592072
157118,173532,555244,648412,26946767,518273,430473,956201,28891018,607391,610980,827404
34242284,194311,574232,722897,27045791,476320,411763,953275,30947710,284828,620758,755897
27206725,196892,705143,841499,25373520,392183,469622,1012211,35400510,230860,593417,621166
30045652,186386,595712,661751,26725930,516120,413818,989017,30527601,270939,631446,474647
31706528,269690,750253,920685,27837234,358588,427653,967528,28066280,201911,457170,468295
29714478,283402,708643,926573,27004698,261674,370384,888951,29628670,240631,450495,498658
192294,187390,4476255,716998,32460930,392194,345094,843776,38089443,326505,419465,525236
39131620,209212,952245,6783135,25858665,432384,521866,1118638,28992512,203951,453941,526967
38246593,176501,682310,554528,29588903,502633,421216,1099695,28824075,324676,415390,449478
30215814,167499,693325,548387,28903237,370884,465390,1096572,30311297,207254,471289,493956
147119,176628,618255,499647,27525995,440704,352189,958438,30037407,316949,479414,502853
25429727,253754,748542,579667,29115695,488043,455672,1065547,28166624,199628,599439,644327
26554505,185614,740496,568468,31363859,364413,406877,1034733,28256516,204073,481516,556031
29705101,195245,736477,638910,30958057,260667,362804,892248,35746061,224768,430501,499431
216489,185544,665899,528141,29920124,458656,397408,938626,27588776,326292,395318,550510
27701343,199505,757247,595937,27647406,607805,491807,1145506,27509802,196293,392208,437973
26665743,173437,639128,486055,25392587,372539,372913,841321,28622535,269380,448573,499895
26723486,171972,810669,547925,34294860,465071,478643,1088033,28799506,292611,476906,551651
38542675,163236,661500,462997,25637126,361433,452000,1012261,28267382,157559,333989,396590
26785394,175404,650487,499375,25520685,485922,401340,1066196,33517545,286245,422621,457420
30083772,200745,733151,489153,35384567,479873,427747,1016562,34692688,289356,434776,490830
25561580,189230,691361,506519,26808909,701575,410545,976403,28453100,288167,414732,516835
26737597,197384,1026101,602749,26311756,408042,473840,1007191,31213909,206107,464973,531482
25792822,171944,775725,498102,30224952,497360,398218,895646,26750163,287049,393588,501648
26954143,202696,771299,675770,26443063,359393,403669,984158,29100032,206821,452753,526167
30120538,163901,446947,566870,25869801,353649,406325,855105,28238787,183997,412383,438964
137938,175431,372330,504426,35358286,446728,394481,824763,30372686,300615,408664,489768
25833403,186742,385412,497851,34080937,739796,655793,935485,41511273,255518,436997,446779
26555693,172746,389458,519456,25634316,357863,836762,904375,29050980,254655,445083,677425
151883,185801,385135,498249,39926099,462094,712050,816275,36091214,351758,377680,453260
138145,188260,375016,477680,25781108,326565,621303,749773,29202238,374356,323049,389053
27341093,326268,503223,591640,28420823,408168,770508,872951,28067603,434247,513537,460886
26060581,216863,430846,440038,26260091,340451,796750,915694,29408622,326513,486465,491430
140507,178547,376470,449445,26798053,453354,717336,583801,28120941,400980,361834,426195
24861567,212882,514115,581375,30818258,370460,705090,571440,35649216,434804,650812,780011
26014148,193414,514668,578792,28233619,406810,638958,598191,32548006,282636,650997,755312
160447,179248,468487,468914,26493132,485800,633442,587006,38274314,407418,640722,746764
132194,243506,451715,474342,30842094,323294,614640,558210,27086819,305274,604424,708513
30507120,209915,529846,621509,26099922,294121,631462,577749,35688294,172803,530077,595101
25595512,188791,500879,514883,27766252,319745,754530,655918,40215722,218551,636950,676161
137634,185635,396682,470810,36054178,270735,562889,525950,30623450,474343,581509,674703
34985865,186393,406791,460544,29046237,427662,755471,628991,34833900,479088,592531,670535
25769570,208279,598453,632725,26285681,396944,783597,638497,28903287,344829,597804,738219
144817,174002,405179,483079,26912402,529808,707441,552398,28821858,540383,770252,791560
26826266,196757,588210,543479,25407951,370201,806895,621415,30708897,319251,607466,651103
35432384,152707,534728,417954,41206473,404736,655890,606904,28049378,228307,505010,545755
26263237,189248,583683,477491,26877608,408878,616081,662253,26739788,615492,621178,715937
34428632,164598,671994,450893,26206522,258909,562632,520902,28231770,496125,691691,889318
24799319,182474,696607,510382,40403679,234509,595639,567381,38356504,259422,453731,676389
26373711,179157,864176,512641,42752936,300121,646229,635388,27881190,261067,476407,778831
26946629,214065,849604,576558,45518564,302166,625250,626445,27492901,335091,682241,582847
26436108,183869,680401,580993,26017006,246089,517661,535783,29736431,414655,599737,434927
25628956,190376,926659,654407,26672810,222501,476146,448016,35331790,359771,716655,541646
26372022,192100,835986,778376,25570746,350575,601459,528446,28679518,293429,660666,512873
30187116,184525,751822,592684,31482110,293477,627143,548444,29426834,290871,583846,591855
144056,186783,674509,501304,30499468,402229,560279,489509,35489564,432505,572345,596506
25243349,183715,667909,480225,27969456,446465,580729,508092,29641790,426870,598967,543664
27562438,192888,785447,593839,26386691,437202,612349,596692,33627069,343059,656575,527643
25640005,169439,654910,514262,26315199,346901,575185,710866,29286629,360862,524499,465132
26555230,284883,812891,517845,26318982,257665,451645,770726,28423259,439563,592653,652537
26649643,200277,876849,600470,33074794,337490,558418,944884,28845887,352725,739858,990254
296183,174907,681000,481785,26078333,360069,467288,756963,31129916,372760,613047,939576
251814,186187,667534,478282,29841339,501588,593818,852565,46707013,407132,594006,832754
27806484,208873,834229,611637,31777642,456199,620296,857501,33770690,324083,831478,782767
28728092,178203,652727,566574,26276459,492584,655269,967858,28331801,453490,611744,692956
25171420,297601,769874,550145,25498713,543523,801451,967869,26729093,401952,760930,14170781
27877151,201950,722047,449386,29125690,488123,796292,920586,30838161,488443,698683,589910
