neo4j_cypher_p_100,neo4j_gremlin_p_100,titan_bdb_untyped_p_100,titan_bdb_typed_p_100,neo4j_gremlinp_1K,titan_bdb_untypedp_1K,titan_bdb_typed_p_1K
985124043,14530611,12902975,12840740,1161226816,2783864368,2845595829
7855633108,371170364,1050719565,915485963,47936120,102633110,116967551
1466510030,17864996,53220825,45509974,95466306,233163783,243403379
6234075254,109811364,270432750,242908681,9870665,33461504,25038092
1476937215,85994924,226355237,198054702,1150021188,2660311277,2789345151
67478486,43941839,112099399,104197435,177575165,432964359,459507033
4061401546,144320838,368279738,336168368,109737220,273762389,298990581
1043728809,6901179,22683043,16834796,118195342,285717486,294072989
131197403,52979058,136233792,125225686,347741320,816163364,874488364
6012374641,324600831,839740705,725902646,50922003,115598998,128510447
413558183,219723979,573554674,497457085,97866278,255271510,266675719
360560775,819909113,2159837212,1852198703,74104570,184429485,197361712
706713287,34582144,99795179,90240254,97876185,236751235,240959959
937735160,77810527,191249472,183694588,16652942,48020580,45791878
204537177,5312520,14039764,18294808,38287254,80449086,91724649
580989347,130692977,350043457,294105064,406598281,935530806,970580112
1142887720,61206042,163634454,140819531,462828028,1139874279,1169509555
416719177,47260558,107250984,97682130,109759624,261430664,293538346
276640884,77749138,202503743,178158022,40343255,104210728,105000818
2382941318,13055828,44257438,34801591,25624722,46662350,46148813
2402404010,97208636,286854071,231944000,6251597,12763121,20523009
2592282735,41530698,112209256,94218391,6856163,22012795,16021037
2819878030,23630331,68306331,58869357,197725430,467838751,470746134
3448849316,14834604,40732580,33825946,165348132,398369728,419216764
2058509332,13358018,29661460,27877796,64180339,150503610,157511634
150352258,121072851,360378110,315273035,5472510,12998483,20227364
273795717,44670606,121835618,107269347,265511290,666885417,651474370
703493373,143133671,420720310,344981846,23220879,48142721,63330320
442245811,86194448,209828238,194334807,63818133,155237858,156067440
374127018,6191613,22126039,16865059,65437800,149016001,175387830
1735762870,104119089,279954462,235493378,197448278,454740068,499743429
1894712525,463546950,1289219597,1099568731,26561676,68455192,66948000
3164905216,83788441,220232613,194288458,168611569,382594386,389147678
1526371144,206487284,570154697,486248062,65671997,146804953,161522536
74362288,136042977,378488966,307292259,80301809,218468049,190367802
2887254892,25570442,86719323,63535722,9195353,4182749,4430373
2611672606,488327846,1264130633,1110599970,40737804,130576673,133500647
1736704202,46540175,123999600,108155242,51353224,187697915,132876954
1958381876,752454903,2066951810,1765503936,65089546,190125881,176261061
116576158,300914364,782581897,658908428,11559026,45085747,27839772
1657660818,23546455,70812018,61309961,929921770,2243086529,2384395390
1613604048,69753160,185585121,160392678,93904085,216974691,222831121
1424060812,128412958,365672612,326469281,51458110,161591883,173963277
539060449,15083481,43657581,36848734,19921244,32830723,31687591
322816382,101128100,306587580,273635540,3498614,7095048,7067122
437520014,87348477,240126457,206354186,161939342,403959366,435469676
1808412661,834914191,2522388450,2240681030,11554389,36372179,34881170
419261787,276930485,779719958,681377037,297231498,620925215,652117497
1424560550,1393548395,3594104680,3112724243,46878807,132011330,113946222
2536420889,464879639,1214244113,1058870846,584043950,1438025446,1474154426
18011544487,25565912,78244832,62238863,47043550,123547157,131086701
4701238122,421604930,1093602978,953697193,1188916936,3092071719,3196576063
1474112135,53615624,141444686,127377564,458850963,1049353774,1043904361
1137402612,312061442,822349038,722800766,13614763,37327461,35618346
2119929566,313037506,846167610,702489702,15582153,42658179,42198617
428416450,31178097,87395772,71413911,484846519,1170504741,1158993249
4201820958,198916862,495045286,432138260,68299784,172342404,176839056
4097968363,53174552,101066116,93259059,69177330,149319458,143209171
1114126014,12391065,36746221,30112685,187056179,453488845,452973582
4555775826,16755730,50594172,38618773,32772099,67726436,74217282
1345848269,58497424,138466783,125402997,40547378,107118267,99498106
129848934,6688459,15850533,18456076,656834997,1566960741,1531963715
3855681483,34092808,79645599,71336379,67977832,173820823,164109264
4503985903,228234028,580168824,522342349,173445135,432404470,435850640
14396672688,36499253,105583351,91528079,1071456363,2579878734,2539778307
431061549,129153957,307880738,275993528,485990146,1190750689,1139216481
110002566,375557501,1050106618,911143717,43771847,104453250,121727033
990082682,45372248,117991168,95350064,212606335,511663002,491059961
1850441754,33864542,101654935,81777993,40584586,89871121,92744769
221641277,118783839,326764339,291284666,18964696,51199158,58892663
342420711,49764020,123886283,114835320,55010699,138692415,134091260
337013150,118623424,311725687,269610391,29558238,84521828,84921390
680287168,3314771,6981578,6568369,16572065,40356940,35220858
1463016085,48718703,104701504,98649548,54334854,143730810,143377700
4917510283,5701328,18388841,13838514,22285914,46904679,48248417
248723048,57615163,153427286,134874386,12487295,39273595,37781644
352265104,219550504,582771243,493684835,25294812,66526645,62411571
2764061541,139642381,443356533,382797605,382997724,856570879,978312313
4951603354,18860837,42234975,35719723,560678871,1541535223,1519565921
1100984332,82139939,228272722,190433117,107592721,269626671,266868731
1122529899,13667366,34436269,32479081,951433153,2314386959,2331445355
3076275955,52305598,128903899,106961441,18776085,46523653,34707568
2779829723,123524238,318685791,275838614,134180940,424366262,399816720
529840393,46411660,107233909,89421393,18810686,47526593,48335498
1053364378,65464297,164345127,140238144,179479245,432491391,432885924
1253536329,5998926,19253177,13698881,264912117,649382775,659972562
120779046,276592792,723522655,623825624,1266453053,3112655221,3064522198
427502305,17573032,41420845,37321075,57520036,134241076,130116124
441524628,60949767,159337584,150434884,426646884,1201672351,1051880722
6321798941,1309498035,3831793890,3287965662,83554002,229449056,232984004
288951009,4887709,14838670,10062943,55221844,122292144,119339457
1628355005,26782015,59102050,50812293,12566198,57662182,35276605
556345566,205215759,562628904,488357746,51807698,189843345,111512758
2011015676,74650603,192649940,176664749,29669150,121451530,74136392
19200956850,86523394,232492662,200346978,203866955,832908688,508873962
1112516875,194245933,503511818,444596169,57440501,201552645,135250995
456240291,56627412,166598732,141096860,38369703,152358089,121646575
2584811595,109996608,299687379,276683886,252238331023,704379925895,672349568470
6400177846,18428586,50419463,45033142,39331910,93218986,94546771
84013692,1070593647,2962716582,2502843548,9163298,30683928,29333362
10037380727,28604580,76421163,73183811,572601083,1355680927,1389765755
1317192301,23233587,63270462,49251692,20985077,58448107,59263564
2175248168,8198738,23887532,34044466,312915585,754079455,789891216
755277904,294489257,784896487,693192391,204746602,475557888,471788480
1027655631,586185566,1595000761,1357702022,78612427,178532812,187963512
352043478,51317010,135636588,123530120,369908180,1056280858,1019338360
206732836,17601596,46463339,42358616,102861283,256009477,263634951
1588952395,47832668,113915741,100465376,9457021,20605399,21127725
2679028742,33407251,91584401,70540839,166923247,370494863,360866523
1403302789,5738931,17589952,20860921,51044565,113205603,120456460
1559011010,32195403,93183328,77910247,32682527,87394785,85754271
511491539,83719141,203285361,175915142,10140745,25598403,22114327
1133355230,125529639,436845885,396611946,161409617,399730064,401988005
1389922644,17573395,53599712,45638381,1062262081,2384610248,2539543852
1102958440,53809799,145984043,122850897,27888542,72916413,78765241
3427600670,12810199,32273148,27688753,55058126,132322990,135923131
5645000302,62487736,170880275,150284454,1682972093,4389218311,4490315026
5000972385,81286052,212601377,181604661,399451605,934282925,988116114
947106151,158136618,390944522,343338197,870761152,1896624860,1948244157
491291673,37974175,99172570,75912525,93698287,206772220,210288193
1696909166,14164198,41168547,37842355,74202268,160491188,171688716
1999446577,32655337,95995461,79444769,241914399,588486092,594607568
3818543180,223444942,609486652,510326245,295483163,659629458,683875267
718460427,28713636,81484429,67938405,338259280,800724808,819984812
3279088168,29071887,64070101,60951822,252743898,594318260,611092785
551914606,32451056,94869090,81169299,305700546,732920505,735928084
765236683,6527518,18296751,20211291,14172006,34420693,37932086
13772350073,44781509,119213274,88285314,440068908,1042879321,1087183860
1428861945,23993085,67945603,67882785,115527936,276036578,288191371
439622117,147388487,382495220,335135333,7712339,23632660,16030620
467315009,55341886,163373689,142661088,977176297,2260540987,2310489075
1611144766,281264932,724215969,621927136,71264769,174963375,179545513
2799462237,3080616,7192325,6604618,215000737,563838485,549514993
2007451997,16525099,54290318,44295426,48900514,116016876,110728119
4592474892,212830110,542011662,494089175,90871845,244966844,228769296
1590069513,239190311,647317519,580795886,151552961,379414990,403237523
8513643342,390214618,1048529531,905276699,876405964,2032091660,2134973878
950950523,223381427,590938716,497548841,165550297,405615506,406731310
1411599858,39034477,111462232,93980781,168789753,410990082,466581809
524986135,76836411,201333149,178765423,51640856,118561905,118871760
135490144,23135738,64073682,55100176,30470535,71331881,81804513
941304560,15569999,41381079,37270847,46396693,111689432,110671079
368413707,195673265,510030209,472724158,403880637,979350486,1009664133
4885313981,10703866,30547230,28015049,51227275,115090370,126199751
4061233140,88366102,215926701,196523059,109058673,320744384,321200626
1033178417,123496216,283423125,255075363,551137820,1101093822,1115849306
3505853422,195290045,472013293,427431024,7060865,9148477,17742572
368128857,42759680,110882498,95653017,39803148,65497464,66745166
887124585,45238500,122769186,100545391,868229420,1445313875,1412546606
3346761600,14938486,41076855,34988327,7673406,12689241,13163500
4536018568,78657716,220028799,180983942,2180026715,5655953964,5801377266
446019618,120568755,297254548,255538676,1355481200,2589297000,2694794755
210862762,56893004,160707220,148588827,470334095,965157452,983808690
322529583,26662289,86427181,70998139,1334629661,3151347820,3197331215
3564343244,26817051,57733959,53827958,34715016,81840608,81641155
1117341296,73681743,194257274,165116931,138603007,324080505,330411993
322702350,91803702,226834799,192824970,316474218,691760074,741858081
1683434802,166203513,424012767,369050487,319952153,785706017,795501267
1435259470,185923400,496736115,416636205,99131461,212573182,230008940
433833665,12242957,30159145,28757867,49770395,135572733,140988887
714949189,36808969,102658049,83317851,101631357,200880075,209864779
349127641,708016701,1863978752,1603280497,213733142,499634478,528431466
3637678850,276781854,740391304,654315437,60444132,143558772,165773309
6201449622,287838569,993212064,888724822,243439453,518934289,546857081
7950406980,71722804,207447839,173580258,23985404,50471101,50704463
1070833813,365695287,954407614,819782045,24087214,66774413,62815533
1068639369,35830749,98943740,78845090,60905220,151709290,163195030
1284769653,45895838,127562665,104184665,117616691,278006431,286471424
481602747,40400524,97995429,96225378,129786698,331552282,319975174
366867648,13335858,38663799,30538149,45472720,105209648,117054536
15928653759,81963365,229188476,202073329,86258363,207641286,213951474
1631646910,89574323,252692477,203034823,221603281,482287111,494507978
5836090972,40131926,119105662,108493549,237233844,562065434,574999212
213107358,535898409,1400308663,1200871007,161086907,402585998,414670912
299831830,59159298,174937223,145604489,19147977,47706790,45560473
1231741907,30513856,80233858,67298526,98673010,212541848,211984471
1634750568,46160212,135766393,111257242,14906248,33255619,24954160
1016699341,87254353,205439958,180909847,41033957,119305621,120026401
3979969083,75204196,204921652,172700091,88973259,197854168,196393463
1928698729,28853631,89629697,67958023,915025765,2138142605,2185714707
2609900071,173103973,453666219,385283458,18482811,43468112,44016262
481590726,116908533,298179558,261495772,48547568,113884128,111146887
1270344404,194637793,523322182,466451886,15411486,42636273,41087334
3280837924,19516209,52023635,46127529,1071970308,2496320618,2581366368
654757579,41728925,105136136,94823028,21924912,55133507,49916302
11735196550,94895292,256859289,220391251,101607351,242416187,230456629
1474185792,583028626,1841825555,1664942944,88968743,196979526,192374791
2738452641,16776065,52747190,45576710,72837184,183228884,196062211
486029218,50671870,139912011,118329776,376716404,897258670,923856262
332189899,92959638,228704633,197327780,60738410,161585377,146530843
270147514,103084216,237807043,208126019,120572739,303130761,319069275
406167098,116788068,296352777,244370961,19117545843,52596837874,51452399461
228857567,559733354,1475910586,1244595538,62543984,156947017,152494286
5880662859,210242133,556394276,504588197,18859047,49339103,57170400
1113232510,40949112,107636694,98097312,53580543,127907237,127163148
1735297732,127089443,338857826,290137353,51485307,147417146,151351963
1419403846,315504104,817329539,724426059,510667407,1351601250,1390598402
1219645792,37344399,99311340,81847841,304271339,760051148,780787377
1474793876,69116242,154491216,150948583,41349291,103562086,94389386
8146921706,626917057,1525746009,1436154956,25705811,63004362,67975545
1106614194,65871798,152055097,146166993,29531729,58791748,72820251
1719713650,60048407,149373006,129900114,118928280,257572777,269254143
5899516486,74663924,169833731,164111534,73934885,178397344,182152508
1057296430,21462597,59372803,51145792,203242946,482404376,493319682
448704517,113003194,282782645,257971575,161278108,397751856,379959080
419964210,15074239,41910508,40760507,44586242,87905160,85829214
166898954,4634358,16072474,9984541,33045424,84643195,88708080
131694376,22885993,42389450,38882150,113500041,270699967,281005799
713047319,25089515,66575381,63744184,21554310,52776413,54156993
846740262,34880366,84471202,78243342,27650330,55548823,71738377
1659941157,87355038,233859397,208763164,13024029,36045223,30672192
387108888,481688376,1360029943,1268261801,19963943,56672339,68280889
312948133,1349617747,3384945901,3103007226,234839202,535383355,544524701
1429044561,263583619,722807971,645858507,1496112664,3533128694,3612167918
1195365871,82884773,206842706,192393648,68393483,159369852,174530605
1232226440,404714009,993246540,909154635,10479718,30807490,24152730
459585375,29728580,66456394,67683897,2082167693,5565058302,5426844556
950585942,8801140,20301334,19499546,63447622,153472062,149653361
1383028093,34406409,83808796,77793371,4099692,9144688,8763192
4699624573,14966449,43397055,38195670,442538065,1103840929,1131144681
6913458162,87906544,218494319,215960037,67421997,165143659,159163100
2511967940,64434418,140854391,134411804,152155598,353676701,348515422
1961122293,126736231,323597032,297145522,299112868,691396260,669704470
1091440668,88841523,189894297,188668076,31712129,83729343,73938970
3295842051,43573266,88805452,91116056,40385204,96243506,110570815
1510295827,24757029,68792025,62283768,202169259,517352330,500868719
650698277,132489806,312697555,311817562,73455626,206793225,265772598
1044512881,76656683,186631289,199788790,12750889,51213706,47307846
351722042,48875091,123003852,136322606,12032045,41624782,61814925
1350519839,9053758,23076035,22550441,97567055,305892193,373575864
941481433,44620233,104531784,97743881,74530301,208404517,326548417
6039432344,133279561,342299819,318879800,24647210,69156189,97093590
3162299366,14758456,43578783,38532240,16979839,32649222,28798058
4465265229,891177291,2607666014,2545424476,15929297,46145721,50237684
4078968199,8554131,21727602,18023403,27941362,72052425,117420286
1043847717,12345973,44263370,33087380,200327274,535469512,663739801
323898665,13544278,47129563,38059974,74040159,173482888,316169932
1776637973,90429822,189438032,189091602,17372625,48646730,48743836
3838964635,14578772,38413960,36248537,10837189,30516721,23533958
452063699,4788905,10765731,10520455,149763541,357568510,429559189
328481359,7809568,21655532,17210616,12292886,23665892,20363689
1281748449,35682394,77061851,73869053,195497464,485194683,682823299
5489224415,8893613,22260955,25139316,123083750,324080003,404542668
4144057639,45979292,96482257,89577241,134865594,342274019,368506158
1470272698,346353882,804901287,784144229,10409694,26691460,34880713
8524048034,513836904,1277060226,1183007057,215802667,524926133,507264301
1496201151,166731450,415181129,405865620,303465484,817790151,767343555
188576984,28991635,80574720,76135272,90671345,227415587,238179884
4208311689,103727080,261054421,244858090,11942866,34613820,36654619
3077759297,192916374,432005791,425189115,140962794,324116428,340786334
2285794823,58144492,142717344,150685748,93948793,203645801,236176584
828494514,21370572,46968451,44565989,178635617,461091016,453800687
5543618802,422711409,1001468615,969748821,113397053,310334252,333813139
18438671479,272732890,658969855,656183512,107501508,235070335,236859256
2620722208,59998220,143934586,135894571,75377782,156668964,169807328
235055958,26945564,81306258,78025507,444531501,1024983198,1053273176
553223843,122484437,290584328,285933479,164861558,370405384,377744867
1029160643,38378997,98845802,91157722,356227629,665806126,707975672
441255513,114523559,257660150,255883782,540818785,883362934,920048862
1072159809,28490102,60663051,65414189,29110972,69050498,79107361
3473536092,21537895,55599920,56925986,373515815,896091306,974298037
2153885143,168344902,380354633,366658647,45647237,111123492,159359065
519956553,25684689,62423307,63307909,27310397,74824084,87028657
3553453932,23305744,47973202,46031342,3197626,6841358,7062562
413135337,90185922,242537114,220609625,41759347,99688259,109242744
495001107,32980091,59469551,56776335,47839690,113188927,150768554
4546574970,1358015852,3779417785,3573237568,284156170,691455419,823343400
183512505,14793252,33335392,33154182,44217596,98955387,165091522
1450039932,51005911,108370749,100885734,567972290,1317143851,1667031427
2208262440,10238865,37462579,33097051,223396327,587148944,654637813
2070439987,103775383,239758591,229729296,34243999,93953248,117944049
403773331,65070159,164464029,155237873,245644741,590508516,647566519
304127618,113970788,306979858,287159787,79844939,186288821,184018355
2089745356,101620496,270165095,267212000,6980089,16403226,22276889
939175295,394919718,1103260618,975187872,484229136,1157621622,1235940913
389614655,10651274,28935351,23719410,1042892683,2647774325,3796621492
464952556,201862019,476189122,456692108,523582500,1227761651,1272426373
3688174414,10186248,24038783,27118715,467367947,1132596579,1139598753
1031436517,170962332,415688217,763400921,2571699408,7096774819,6595782487
1049376089,121711342,272790880,545314553,4397392,9253371,9201764
374536099,28498376,62468334,129228409,480442219,1148229062,1184736185
181755197,19840272,53662261,84879126,126745223,289804008,300321503
4488661569,27179328,77350681,134235416,417138968,924014288,976561542
1462958599,348958542,785874473,1029933297,32619192,66428230,89258247
1002207541,11557130,25385059,29446000,424451042,997668448,1053585248
7899219881,188416891,465915051,652004990,295338284,715486312,704294757
1070186568,102621112,251244781,363034474,30717063,79209300,80662119
4064492930,41025412,103104468,97777705,38650690,78317850,89627019
376248608,219515925,497763626,480354190,106607632,259062668,263040152
1024618300,216542791,540056448,510642197,252957345,618910355,663005683
65059509,2888732,10915352,6817154,37355432,113306325,117249499
1270449919,33685374,87598456,83541282,464396446,1119365401,1149353781
356493252,25343526,58663518,54940125,166648261,435982056,451062859
1017873452,50694326,127669111,114436439,95283671,227185505,221430121
1872864080,8196103,22642646,28632274,85354021,201698876,202181505
1078486146,84964884,197795279,195491765,76549613,188883890,196236461
2919230678,90768568,219618239,207288472,1828470,3741396,3866450
1528333915,40490386,99196560,92804735,95639321,211355802,227844340
1048033046,38401875,90685217,97987816,1235640949,3162926646,4316859110
2146720751,280389732,640452520,658279438,44877071,88639330,78850158
2503816607,22384223,56658313,61104912,979047039,2529585814,2583051357
1264306508,34208386,76232075,87472530,155966983,413825702,433632070
876262083,34138877,98783490,87394873,1298298167,3063950013,3170880578
467762986,23225633,46446684,31301266,8005476989,22414286315,21257932685
120940815,13509217,43697520,33663307,47000419,119446793,110673614
3364927892,18689943,45149470,47058683,939533491,2132921081,2252850567
2217113326,2786380,9698809,6349530,139396972,334682549,329735175
2883351538,328027203,814086766,791069175,296044563,618589993,662644892
953558114,55960766,148886744,135289556,137257186,216730392,220695767
1652155972,52272006,133295865,124112334,131956835,209749881,208948842
1512270289,615652718,1484940871,1411621350,212696745,302527998,317055195
2375029978,194865030,479879434,448985072,269697877,466808567,489457735
1014940956,40831413,111517322,96723288,5815279,18408306,10848531
458052461,301627023,735199205,683266666,60095620,140583585,144754338
961938319,16389708,44749702,40797027,122128632,283929026,314763013
15503589245,347781370,837655134,792642874,99654881,231977379,234642189
1003042689,309375979,770036058,730433873,699221414,1579614797,1617292761
415845703,251147367,615205789,581615015,35479187,84568093,86048103
209813476,57215618,135937242,134030151,51379877,100858400,106189350
4507208622,31259817,84586219,83374803,50781252,120870121,128506168
332440523,4578260,10109595,9475054,191669441,438338440,444510393
467672237,83345574,273435412,253976857,48222782,133313414,146788339
3777786081,131058056,344576692,335799124,51680055,119182152,116513054
1524446235,229966000,686473159,693735049,15600756,32571882,39843697
524150540,11454373,33970846,25695704,18493609,34565697,28955736
1383836594,341766520,837152681,798408508,102620507,218969061,227834459
865014927,118463486,291259327,268066563,345328081,750913873,788711373
2627752691,106745367,265669104,260420165,1047751010,2230895058,2318708273
15604298696,26920295,59811787,52564480,48303766,115053403,113450648
94041560,223972735,577886734,530942200,260695560,558911255,549967676
331154499,73502445,199717840,175637523,244008643,420536167,406109464
952817027,108867796,288112500,261904608,639435643,1020814044,1026708619
425015454,238083389,574217197,546908410,457993018,943537681,962768028
159448010,45677071,105386746,104708754,460844271,1043302417,1094044801
4290864824,494995358,1244973552,1153140947,302344992,894855572,895200750
3668058945,510641690,1463301894,1432755479,84099239,197450668,207076989
1124571045,1295465752,3473621897,3433930080,38528911,101221790,99077973
420081695,3995546,8627818,8249076,720054325,1623072997,1691863404
382920330,347389797,800323504,774727200,9775416,19292091,25870329
4497429757,2476567,5354810,5061724,359064713,1010389990,1009180756
2548375099,81961910,206230667,210306625,6460693,14443906,14809797
349150475,72778777,181036736,171657958,108956904,264232701,285211242
7123056867,40167233,87313680,85778158,40781403,114791784,109013775
1067244003,38121033,109597034,92979542,189488176,405379926,401200472
1052245414,71906389,182411544,172222995,29027633,74909876,80796725
3375473955,283592807,681507005,639223705,21191413,34568110,27577976
1933818446,666731307,1653454779,1530640941,406850971,985315480,1027160688
120966207,490682541,1158757867,1070102645,230909622,562926832,558998522
349650456,72537360,182760010,169899455,789280658,1822104554,1881792962
13840760428,125578808,347327711,296730214,39565826,131620892,98466357
956386640,11040806,16425451,19463983,35859444,72114369,75745545
505202612,90288500,259982105,199751139,211200435,448261650,473215127
2066843645,170559514,425657725,379684444,80701268,176112557,180321459
697782240,164526320,490720255,356026024,2392042512,4336566861,4365643954
932578819,23233418,55916129,43220370,24513929,47305253,50376676
3145375719,174678553,472429574,357972038,17104649,42785817,44225859
246441254,327581550,1077643145,756457439,1283225826,3014894171,3073502106
2906735737,83308178,304355384,225205571,15795897,40731024,42069956
488042899,115104002,340310817,278362182,31360400,68384964,70612354
921447006,5038885,12425124,13657273,208194192,484307033,461611240
306039374,62448898,185551243,142463807,16823623,46163659,50507983
781342759,70503712,214955083,168949884,44240172,100044923,98683053
4573265478,1118116412,2893032025,2677982967,42045146,99970153,110642196
354488933,197339682,499353386,469078200,314179521,793301409,785047633
3216650385,119595300,408228081,280663548,1592983442,4681712223,3887687557
8206360320,55009612,140170095,135234017,4807049159,11030649487,11282133254
2497983963,146506111,357779875,327795499,51011868,113736998,116411982
1441623300,11509146,30035647,28632287,841549235,1960810523,2099135484
363694460,41183006,107315963,99386195,28170921,52581474,56985953
2117148409,128126520,319165423,304633259,53275110,120316739,141995157
2349182704,228970289,571228551,544047802,59372626,145923854,148157987
1728246540,213140453,520164046,494389877,11758118,26598129,33234949
2244585893,11374316,28088961,30615775,750075023,1741407196,1834784504
1462241177,188467244,538438582,439743077,15464595,25148478,26166792
130103529,16774709,40344503,31936031,427775966,1047354124,1054416159
1850667861,14460952,34038473,27435675,102657579,254962998,262247665
501849583,134135032,390259787,309267312,5930866,17785275,11015795
243824507,36723976,87572782,82330307,136685862,318056925,341730409
1577471727,146080252,423242386,342576441,22752229,54698093,59109868
1490513374,12211210,28695015,23419441,51396240,105344830,107563781
1419421001,10942839,38373869,24588676,386268643,908514440,938717514
1143533106,29347641,85595148,76109654,40198684,91022234,107919739
1575771610,57595455,206073634,137953643,70300645298,154486793542,156816333786
4805158921,38423577,108657054,97290042,287658888,715569004,702802416
447031107,9046965,14456149,12906026,283447653,897557032,820147796
186328270,1059554193,3053254481,2796871238,78239218,196369417,193162110
754642834,1604669935,4645177710,4385920990,747802885,1753965308,1781787216
999609439,13969017,36153698,35223612,84019282,225568753,228100730
330914041,35364958,84627017,88723093,37026940,89959412,87794850
406134172,4543184,9815096,15382945,10009875,23220305,34804879
1031569123,169575149,417869366,421034336,29361056,81198377,83657372
475777640,186940613,468208569,431228404,224508099,512529535,513030996
8999728497,10348409,24215715,23059936,273996188,670553855,670743799
1499272669,51609788,116770876,110351048,231705843,613142947,568390035
2647670734,27658627,46859334,44897862,78116101,206857581,197371676
571975229,24893517,63596076,62408356,24143924,81616939,74919983
464788870,73204599,172327222,163467542,21666507,43041620,43653437
1177886475,60290842,137023241,134014093,14965655,31823828,31646866
1517174662,34156230,71511166,75636489,21211077,68207640,73418568
426249581,99436289,226748266,215784699,228711925,566495977,543831150
3913403637,39521810,92979183,89365040,860938497,2096909845,2111459516
490531594,61076643,149735440,133063873,34006895,94995048,93484078
962004131,74917480,181324650,172302398,314469289,816735243,788641184
470737975,61178677,168278873,152106086,71191967991,159482433043,159468170786
2381494011,58228741,131992783,121333236,228443263,556406124,731087330
156379610,18412809,48232204,41603560,28876585,65656232,93649092
378886118,132447211,317761503,301543055,49716073,132359214,162858913
3999529443,38783469,83721959,78568404,213509604,487368209,620641950
1259013584,123378786,305130756,276161409,232744852,501900838,586508498
1506735843,238979007,616071675,511812839,142923893,353268694,336574634
399197696,228469526,555622187,501968271,15997310,41802559,42816559
1540352126,116826364,329664539,237806916,57672595,137206074,155396928
14349524729,9529541,24435069,19800173,154909813,363384972,350710589
347839999,146287850,314000273,298070672,667695500,1518388294,1555994166
1728985301,38820828,113024607,113249608,37565863,86743160,98522166
2778568432,520795564,1310731723,1229780638,230770519,582056840,590853479
2617236718,68785939,212866777,157484141,18792092,41010341,41839944
2992607756,35214482,105020776,71167408,195571843,467485100,455301248
492066287,24846902,82306982,61763590,279281281,680842967,672237686
937090977,31964621,64768304,57752580,236907019,591628157,576309514
396429286,28858816,66343058,67586581,367388345,891564468,920483373
6751596337,20725906,46545175,49241697,49568478,106976589,129181580
2683583951,146154256,409724398,331236816,83270075,186260071,192173123
417377937,433128771,1083263736,1015750127,154630529,357902215,362121035
339941941,4890646,11202909,14119810,18831866,34591228,37654138
256802414,24455355,67344063,51894424,18712349,46998468,50742159
132892970,137166719,336668663,302071882,523940542,1271648498,1275245592
1135504355,58161172,154351360,146159187,232913005,494320714,517742160
1760843243,857425708,2162315928,1965561251,67692207,180702212,181396166
483708389,64421913,153097504,146068350,533224786,1318279432,1316216076
305732917,62366865,175873199,166582659,455158311,1050256460,1086897787
14286363437,90117120,189123595,188648558,165651659,435730439,444690452
531032840,133221710,330622449,316273001,321839984,773325041,772717835
6083247499,43334425,93002989,82140925,35866050,72495380,83853166
1126389606,38516311,105971325,101194636,155128539,396700170,387868675
5589275736,62621538,160969512,142757123,430766930,1007826836,1060369782
904279116,94495445,288230096,284328097,7491677,23777666,23618369
1507318359,170852892,476519220,417849482,11671717,35138916,26331703
1853603498,30473063,98128659,65054713,19183818,51023609,52066169
4133433229,161147895,381284976,368496750,10716717,13907935,20531134
2279094565,4631509,10328208,13724462,299327838,741495399,803979762
2731829697,364965910,866641349,781651269,224129581,515285013,545014851
1457858179,47004735,122945184,114338427,2023917128,5236452759,5457597491
2441839155,103785911,276164846,264803212,5920185,13604228,19715222
357201448,290139037,747658736,756998866,31393436,79027239,81397603
450518826,49894764,118698237,106780972,115743577,297179275,312280186
338124465,488979341,1126317710,1086020690,73219922,154320135,169856444
194377472,94859040,241762361,221738649,54242767,149066037,144468596
1037151842,26517948,67222871,65726217,202136184,460918873,477130351
484503830,49476111,107693093,111019894,12343138,14816604,15926823
4437216156,26015409,71915736,65133496,86770779,209751366,216359536
2005155012,23712054,58165866,59742191,92206116,226137716,224519947
1522576266,118246231,311506438,295561887,178254523,441225967,441128837
4432646086,406009446,998635645,952196993,11926984,31416970,26040026
410209345,166780492,404598131,400491140,335486699,792363081,828529926
439293220,138585800,345558730,345711410,14929940,46614746,40629028
1648255978,335023608,804105627,762570316,13348416,42454242,31505712
79116615,262930700,631848817,587970433,164902686,389773762,393680630
2348388730,15290020,42448699,38635093,3015642061,7576096967,7677279088
411138341,63133705,164414587,150443986,197138093,454873292,489848232
2284591099,48853300,102622519,95883861,15273716,44714565,41505131
3134873554,59307347,140870876,137508422,538308275,1263786773,1294531837
1553888651,2363862,4961327,8928253,6760613,26408088,14589599
19062138801,14792956,40457120,52825212,10159599,22423025,28919967
4191824575,93325113,205106665,196258438,292220076,707227867,705813458
1012590768,81638865,177493512,172284309,3068222275,6709085261,6833309200
1735107114,279298687,673450687,646607835,363381355,875408907,918826425
381949662,139889323,354805846,349534126,39877156,85687008,91025958
3231186016,8257249,16295772,13118586,409106989,957729571,999300758
1399996723,36055739,92767300,95570983,658606704,1511231315,1566846435
1657252911,44302690,81995269,74555812,20756656,40298192,40119187
437737100,351682285,871756413,804363847,604113719,1510322335,1511159907
3410509287,52763385,156631722,146210619,12680206,16280630,25673693
1622754240,37900029,105300575,97787317,30931576,89762176,88575045
991472537,2236280,4568217,4396434,97556464,224152426,236978051
392406622,423433576,1023570180,944524430,5200031,17143917,10748042
