neo4j_cypher_p_100,neo4j_gremlin_p_100,titan_bdb_untyped_p_100,titan_bdb_typed_p_100,neo4j_cypher_p_1k,neo4j_gremlin_p_1k,titan_bdb_untyped_p_1k,titan_bdb_typed_p_1k,neo4j_cypher_p_10k,neo4j_gremlin_p_10k,titan_bdb_untyped_p_10k,titan_bdb_typed_p_10k
24924841,435961,766743,976356,18181563,1070365,1731901,1848490,29792474,549830,449193,475502
19150297,486575,605503,1038909,33940244,878134,869794,1060647,16719743,965875,971911,979146
769449,564359,537418,813950,28051755,652554,422926,506991,20230939,515950,629710,635073
1808192,545971,841346,1120547,17432551,1074952,1595299,1793635,19939188,617112,705475,726356
1170456,473426,798100,841406,20155251,981248,929185,1140998,14947090,603480,655113,667189
20305207,488806,868832,802524,15625472,817725,760521,968261,31305954,1312521,4130765,4176460
572447,397749,602393,611374,19134056,772493,672567,906725,15155640,791699,869053,851706
640719,456775,497860,510446,19313284,642015,537231,663206,20438935,535948,643940,629681
729988,449160,547174,852954,14545258,575433,533350,455663,15170436,882384,976503,924183
6955542,1006327,2108617,2045160,22177217,1036590,1777031,1731961,19960070,641433,647918,669619
21249523,384029,1002993,546963,16130986,604030,624025,592239,27979052,754608,560610,584275
1218628,395910,1154720,676118,19505958,615371,689416,618834,18963049,1426045,4248065,4136877
6261779,728221,3992424,2161923,15354795,661222,797315,736086,21489280,1056054,1469438,1449073
23100473,363018,1082566,609462,27451367,605817,722340,637643,16062172,1111430,1263538,1246265
865340,372680,963257,518799,8924453,1704734,3387500,2765900,43881110,7676735,4790493,26351318
564728,350639,1038463,444474,21409142,836899,951357,772881,28989470,662950,671208,771656
563139,350556,882834,435973,16445076,832531,1273034,1035311,15631752,925915,18314404,1429365
798947,374004,1204776,670331,20174025,785354,730980,551609,32159695,1333946,3154464,1653357
1078737,403705,1192567,515024,20641243,693048,9580345,612372,20350296,695538,1223939,770205
634970,403644,1116660,479444,16425795,871513,1072324,949892,16824766,722635,1812166,1523886
1276179,520068,1059355,533250,19557568,677172,465582,466960,23986805,1165870,1465020,1287464
8443179,968746,2270560,1936532,15361458,732383,720512,684117,14959657,999773,1113572,1054826
1513426,488122,1319983,867116,25533795,878163,1074999,1021198,24641146,552505,581593,550120
416981,4525573,602038,419296,15344207,665042,562704,564234,14654150,553808,437196,416903
1273297,596805,861204,799549,20754644,848751,967162,916407,21421570,805033,1048902,962115
1237044,411888,555337,563551,20531087,685837,675620,9879199,26803048,1925635,1224123,1161391
16702203,350484,533805,392414,14873897,651758,559993,834959,14739779,607961,558690,479930
1597974,468911,1004518,895802,22150645,681723,1158881,1129387,22374764,2231030,787998,770318
347785,341989,390808,389167,15538355,610039,593041,604612,19997212,3621823,2271003,2222474
374087,325516,508578,638615,20714113,561623,802045,820876,22069441,1651230,1355683,1339588
22796518,520539,1413865,2182826,4367934,870273,1680335,1628362,23249044,994451,927248,950632
856847,373935,682922,923818,21854076,764800,1580965,1657190,15046160,837749,1209395,1112173
1333264,390505,779574,1173842,15525256,554783,740246,885404,21032253,706568,1123866,1007253
380957,325585,476352,566810,22999525,438278,463014,692896,15686232,800091,1528330,1548729
18896783,398991,1012656,961562,15479336,462732,542982,1030913,20912465,770067,677643,704064
1440366,399380,862257,881744,24191000,578626,814446,1468481,27718913,614761,574473,560143
479176,328990,412795,491237,593222,471469,485745,902787,19786459,1600640,4146467,4022225
351638,322234,396269,413205,21411892,1155514,1189773,2229605,21988535,616618,832662,833110
1384278,411250,831682,807779,14943392,672672,565646,1145551,14470985,621338,698838,657679
331265,386171,410079,394849,19343345,512437,477628,845973,26202740,478696,393215,396952
3002208,733447,875466,819163,16053534,468506,461391,709227,21849124,653314,669361,694405
728735,409231,526219,499224,973361,624819,613867,993541,14663202,1061771,655513,673046
755578,393758,481478,478662,24898235,859331,454111,770833,21391531,1312823,1098775,1096149
765356,384599,502822,498282,18627854,801303,469783,897918,15191292,818005,486004,518490
1129727,409346,703669,649194,14420056,757775,427848,914388,23122616,803336,637904,664741
638222,370041,449829,444024,21054282,1207105,1038226,1209724,15627819,716370,1186885,1205742
1208667,519397,835540,769957,976179,961481,618838,712767,22836067,997835,1313794,1284108
1464285,490607,804472,767286,18177590,2426919,1636177,1711484,26923140,913558,1604541,1540511
317080,355113,351677,336669,21643812,1195047,1005389,1145069,19853370,5992925,2609288,2518038
20692152,520702,928709,896050,22657704,1395565,1433919,1792797,20067439,1058620,628160,596857
882043,427740,677604,657555,15693977,718405,996023,1225126,16121884,1509385,1431040,1353345
294413,359374,426222,384286,20949431,721184,872050,1027112,22774288,1607839,1399025,1333030
405526,378578,424648,387535,16188737,638401,729704,845407,23612750,1319705,565535,574658
628724,410626,435744,432658,18716719,726928,726536,802466,14294086,1028675,374539,385564
913956,391145,485712,477214,18205934,545527,452894,448182,29836033,6346412,6986136,4045711
2671927,577664,1020655,985905,15916368,573082,695151,702259,17410551,2078346,2797815,1596099
19625895,490829,787522,750204,20473967,690996,745591,772398,29527338,1109018,1158360,547601
338818,376683,398715,385685,16204566,490883,462835,478150,20332471,961381,1271617,628626
18342814,394683,547136,525299,20568184,577935,925137,849874,15317547,1864192,1382063,995160
459484,338716,385032,384912,14937489,709561,750990,740064,22875063,838166,513711,424199
1240706,461635,730179,700174,20028749,517257,568459,586041,17894190,12934522,2600075,2460358
29351658,358674,400341,382989,18087839,490176,508788,417988,22371493,1481697,843318,822096
2366526,475379,736990,778931,758464,644686,1118811,587860,21125315,1206951,726844,674239
21905036,443310,698481,689596,15339726,606566,1105234,726004,14366918,1222738,745191,728278
9011757,705680,1567524,1475532,22359765,578294,902245,777369,20345473,1597141,1253628,1278113
5020697,681902,1744587,1372201,25234362,603878,589293,519779,14674080,918445,863881,749460
17852111,460573,1621124,674910,20139059,596465,1140387,751100,21213469,981494,853625,797781
19348104,429177,840946,468072,18204086,518385,960849,656063,21829883,1445439,1279681,1232009
18393082,383954,435335,341751,16042674,877967,1000586,929770,15068843,1110062,836570,809071
257965,374076,428136,362171,692561,595015,747431,728997,26509714,836178,489663,439171
1635874,566349,1193526,1521279,18900705,661995,929493,868969,15539383,1116036,864532,23574502
3669407,974761,8738777,1236200,14798890,483730,498966,470524,19843108,1322920,856320,1032973
669057,680221,590111,404613,18517150,514268,820658,743789,14408245,1087535,752055,681220
694658,663367,451707,399133,373549,461721,430242,422404,20201148,875862,585818,495617
2057737,888635,997111,6708086,16429002,525853,686665,641419,20362826,902760,725920,633745
18889398,725184,473096,625689,20413933,663577,729833,687276,15868252,1310982,1602492,1241895
823052,830244,500741,526724,17708219,530396,500721,471020,23383182,891420,1730930,1614386
21672671,983051,905349,943778,15209014,849569,753447,695088,14246812,484355,575077,575323
17644000,720160,689979,693701,18378121,950403,573617,575243,30604512,503806,17874193,557590
766815,600664,578098,535884,15017231,946321,535544,520827,21869111,699267,1247233,1230991
408030,457608,508666,396316,20354275,955938,780496,753129,15730125,931585,1749915,1815664
1451415,551703,860833,886769,18783736,769887,544913,524896,19910603,479617,685421,687213
1414559,500271,636179,641394,26746180,2062239,4409458,4138742,14058813,355298,465921,419323
19982054,745692,691060,667758,21312035,634855,647018,657400,21839953,1406983,425315,431613
974422,986009,701653,699272,15894199,544510,664472,637539,14299865,610707,545482,522230
20580925,898501,537013,557489,246780,439817,367563,365418,21054054,611362,425593,490959
18617828,1144738,1246161,1114250,2334000,785638,1655832,1474271,20022848,435423,559640,571981
685325,900205,746794,538098,21784344,550044,928991,649445,16749534,2893086,1407441,1427108
20216186,1062506,926884,768291,29858607,571444,1608822,856051,21643045,544087,430856,455520
469189,919411,471042,421823,20091195,544826,933337,735315,18981747,1333199,4232083,4051565
1077393,877124,577478,560890,18383316,460093,533960,412597,21549297,1499201,1306818,1242466
697804,997482,575960,582370,15221730,518752,972872,757119,21985983,1378291,1441474,1412975
534601,897972,502523,492993,1320853,606188,1019309,887410,15004517,873276,846182,829629
827734,775915,538466,527166,20028228,844584,1165426,1093500,21830280,607924,521995,536509
540382,446077,490147,484720,17908441,670980,602715,563196,15035742,809580,925599,903416
281079,350588,416553,464990,16574944,841113,1574920,1452844,19511794,696054,874476,877034
2957285,476441,1167555,1171321,27085126,546422,444476,427716,25108286,1139278,1645445,1637505
22332796,459154,1057920,1061778,19726390,755215,1341705,1275670,16574664,680546,1407256,1301095
32103112,426153,955163,1067508,21808754,753189,7650149,1049018,21215352,508406,526166,494447
623994,556247,386501,431033,17465784,581460,713898,488895,14779602,765409,845838,824760
2323295,463248,778339,1483512,14876464,510187,598624,524235,24767359,1171306,986138,941350
3906621,443806,909208,1725627,23605479,559671,824557,792230,32286591,4444211,2901868,2957748
2015921,413048,781350,946581,15187164,431653,387170,392014,19224968,1471498,4241467,4200609
2616309,407571,844440,981348,18475122,495626,657305,617760,23118385,817030,1285963,1243652
2115263,386949,738527,925389,20565852,823887,1254807,1192495,16632128,945446,1460067,1394450
744593,332407,408334,548240,15908459,573449,797154,6391114,26725275,1303749,6013449,4019116
1685155,355301,830481,781545,21656969,832439,1742943,2012088,20273370,878659,1591934,965213
3174536,518459,1150399,1170210,18025170,875916,1568485,1499792,13882265,376951,790757,389152
2953428,460925,1057158,1745651,21639998,546295,592582,603533,24958888,1104559,2230942,1122001
1207868,360788,562993,1103842,19035831,558627,506186,521266,16675982,843552,2814513,1859336
1938016,367031,538070,852639,17788900,636522,1021560,991780,20863514,784934,1377204,953227
694587,335352,363937,399626,26923035,2031600,1950711,1815424,21084911,652697,977009,653128
11159227,803983,2082835,2039043,14442694,563382,403150,404397,15242623,651446,1285349,1230367
726483,326078,481679,463345,19064224,722276,946744,872991,19622126,368043,353473,373714
32997181,394525,846750,758493,19853103,699343,1157918,987839,20013620,2375992,2725490,2640828
2750356,392424,787471,939187,17294771,699658,1329645,1149043,21499935,1132492,1096010,1000081
1132865,341492,453268,494221,1495617,604741,908155,952617,21755587,807257,1383103,1219119
1327498,358987,607095,417447,19939903,629874,1014028,1008429,16006036,1951784,1799223,1529261
35387418,390204,925791,804053,14668705,567165,509009,499460,28282121,650276,985139,930493
4705593,488573,1034995,1013959,18006400,480832,391899,401015,15600407,836699,646990,621350
2242080,424386,639443,621532,14946373,490426,675577,668870,21718330,1518359,1911616,1855124
5052762,478528,857137,838624,22549267,616630,986224,939897,21252206,624819,796246,724548
813872,331781,390429,379461,18927783,538668,747529,641925,14220286,502197,647421,526351
1249946,367344,589467,496673,15374509,474028,458817,446539,24498618,1568029,2890254,13908800
5165301,461750,1038376,853382,18796942,477210,527065,540738,16438689,668245,1038376,1245564
2606640,410146,882675,775529,15482701,500756,654030,664800,22200798,1347896,1296558,1516944
2076752,368553,527881,510456,19296079,597037,627149,587668,22820948,487920,643502,722830
585913,315644,339934,337987,19834783,567087,748588,731569,15374467,606134,13034020,1167490
6280268,539734,1172249,1131826,16066458,750302,1330580,2185385,23443004,549278,835280,766021
33313664,435122,929449,902962,29852662,735021,1239181,2621124,15606552,1822766,1105566,1100463
43480219,354537,398476,390739,818948,499810,527064,1080672,22239183,868183,883998,1065403
655359,357800,371668,368094,20192820,691878,991087,1270898,16127893,1420680,1982464,2118673
1919604,378034,720495,696493,20454245,681313,794048,1073464,19573139,699326,742231,905134
2288925,373164,808700,759285,19772676,570650,750564,1003584,21633567,522917,943561,1160629
578264,316707,349652,340788,19753438,2015512,2828520,3176813,14982203,522457,977257,1434629
3052907,396833,874511,844457,19314220,601861,1245566,1325501,23249090,688808,1032130,1120247
34742451,364067,430341,418252,14756604,450338,735823,788966,15169820,885658,702495,734389
863026,338917,383631,393470,27998524,624838,1720736,1632930,24359767,1862763,4468900,4630983
1509207,363466,477015,466569,18726723,757682,2037715,1971852,26988924,1287136,1790191,1783364
2594923,639742,853398,1128434,1400045,660723,1359341,1369826,15427137,864015,1196126,1224262
1131132,527978,533104,510334,767981,625051,1549782,1232011,23382267,9761807,1456459,1387616
1937629,705462,823050,805617,16147974,554299,1355496,1132421,14578358,881685,964603,958045
2349616,713436,959877,947522,33703751,1156325,2528314,2057701,21395979,757097,608826,590856
1502492,672553,618704,594018,16495855,1187268,1216610,1015507,25593724,738316,635801,591573
2064365,922208,846634,834305,20658408,1350427,3066469,2543390,16454656,1589430,1673721,1755241
1708271,834594,922984,863961,20551017,1010086,1733010,1385063,20688373,656471,856261,902214
3211477,846583,1064662,1019788,16916272,1113951,2347954,1260495,14867249,635807,721876,716420
1165089,510374,649264,615012,21188272,1205639,1883536,1078013,24748686,960558,1719723,1745319
696358,398631,509494,452561,14513611,859673,987961,569595,24460248,642774,581114,719979
2583116,504567,937712,937633,21474902,918594,1615438,905888,14697128,769459,786518,874448
2444921,544702,1021254,1016977,15787790,934333,1486281,751248,22548378,503859,427435,566425
2478729,479518,985909,950120,19097824,947118,1006691,482066,14372190,800234,965619,987846
34993508,512304,1027837,979369,19852165,1024429,1689966,907403,23683252,1403572,2272029,2111582
1469884,393163,647205,661040,14657397,848981,771011,425075,18338962,886133,1672768,1565987
3297440,538271,1057207,1006359,18649533,871223,1204615,561162,21759607,745301,807491,765253
1548346,402742,689559,658972,14545435,855422,908816,532166,21843295,958396,1108265,1129392
29371007,376167,522486,436988,23030906,1425248,1955149,1529711,18974826,1592790,4211478,4105837
2776757,515436,1089967,942926,22438101,1215489,1518465,1357507,24354216,1559030,4323455,3994929
3454268,573713,3486905,1019505,15387344,1133722,1045727,912023,26312468,774511,967104,771456
9068629,926431,3144063,4745881,19077943,960147,591586,745953,15814521,1316155,807304,608729
3954846,695538,1859130,1306608,14936154,901069,630018,619254,20822764,1175279,794081,685865
2270143,561165,1243138,855320,19272517,811990,384252,388598,15255874,887981,1524155,1278940
6870496,708492,2252378,2237041,28432088,1574274,1760274,1661707,21404972,609367,1022167,765879
36350428,489771,1584268,1686123,19736120,977424,404753,424296,19937148,500401,595422,479295
623007,379111,773466,628493,19665117,1146845,1001972,951604,20181471,902842,1284346,1490939
1184138,456347,1187178,1088523,14456239,922657,568940,542944,20191763,1522027,1543402,1901236
2829544,437816,1532231,1410819,32944842,1014432,477610,465735,15579589,981815,1849491,2324098
36488354,473734,1076396,1554069,19244473,1121795,906743,891337,30596676,834460,1026656,1294748
1172315,419179,501200,725868,21707122,986020,565917,539292,14116798,524861,482105,645483
21926675,490457,784472,1227790,24361580,879935,424517,423885,21086946,497830,844982,1311760
2172907,525656,1034649,1548309,242773,958104,436849,406876,19574734,620896,671728,1001084
28960186,492586,964038,1323425,16810702,1039161,567748,543945,15049164,621942,657092,657562
3920467,581417,1124019,1521166,22703106,977755,647291,663051,21450076,975442,655184,654246
3151357,533405,956591,1426939,15588181,1053482,738233,719470,22183919,4976900,3529812,2702001
29334293,381020,427966,478971,19023411,1017709,491465,458644,23069391,884553,737872,636383
1642168,401895,594810,584293,15556291,1362570,935237,882693,22322350,933414,659396,698654
3274848,501812,785764,778716,19032024,1018069,786005,718173,14466908,1131369,791798,783260
1873084,503191,732220,804676,20580773,912598,439195,461735,20044557,1693195,2245647,1423358
3223904,500176,906989,887426,15425572,1095705,825067,820420,15568168,1298128,1413939,927148
20509951,496736,808310,876313,27206519,1429923,1361814,1215903,33284006,4617035,5430523,16909059
19926224,430717,642626,673009,388868,959675,978021,566642,25394502,2896216,2969055,2055059
439531,353843,665354,429732,14401596,955623,996648,513924,18642595,1573164,16395520,4564971
2043593,498402,1547101,1519248,18821349,954288,6132211,470695,945827,612451,859624,864460
4865891,520881,2124869,2172204,26645428,1178746,969538,784777,19915477,507092,589283,773479
2674237,463670,1756867,1684973,28324628,1157955,1382033,865316,15186170,1023976,1023312,809568
2149319,453774,975628,1045850,31683182,953265,822996,538696,28495743,1900706,1904924,1670759
1055122,407257,556208,696071,22036605,2359495,4479161,7932794,20381271,1216582,1656376,1025751
6266961,608702,4404985,2442443,704189,1113690,1424241,1337978,21574942,2131267,7811689,4299909
1391406,431622,1395152,1540264,23686869,1062416,746458,585603,21079055,1099708,1545547,1025784
1812903,424716,1094065,1311531,223730,937109,667286,422116,24720914,2620053,7050987,4152570
24999697,401869,1099795,1136857,19890326,1283139,2204893,1325212,14847051,1044794,1435792,890100
19303713,350031,722216,740799,14387115,988882,858577,488699,22823648,1089800,1700344,1082947
737220,407583,722801,972037,23589540,1311337,2339147,1245481,15938198,2014493,1987963,1635471
2458203,525631,1689157,1810505,15615032,2094543,1333405,764438,29645956,1240805,931147,712534
2390222,450221,1827284,1883791,856299,1019405,1174481,664321,14156064,1062729,724493,525613
32251989,472694,2074772,1983527,19879751,988114,1254744,810607,20758470,1437624,1488927,1236600
873293,403030,1459138,1171015,19712987,965475,1179540,976582,20584441,1921302,1893092,1637821
893953,440272,1346687,1061733,16216307,1081387,1215314,886671,16341353,3574164,1939391,1528188
1676544,535299,2019684,1552388,19610860,777687,610949,434848,25386349,918116,844940,638062
26238497,418729,1176846,845430,16602721,984594,1246467,823890,14739065,1149950,994348,848256
24019479,346488,884541,750008,20144030,913092,865980,813965,20617883,1010769,963026,790524
844228,465735,1693848,1328715,14680730,803670,749896,888851,23347465,757202,514269,402493
1023823,478498,1419740,1483689,18971825,753083,549237,920134,15073074,964638,1000696,860691
281493,387841,727698,732088,21784960,947184,417288,695484,29001375,1717995,1384512,1171544
1136031,540915,1666786,1450502,19461909,6577432,602372,660972,14012554,1012127,740145,567784
2403789,628374,2373692,1357114,18922746,778318,728833,843099,25063421,1354603,1757316,1535751
18889834,531855,2170121,1087180,14981522,555594,976915,856792,23418753,1694857,1042277,868837
14592311,370302,1057563,505217,20158964,983361,1265644,1136825,15500077,1549075,2541877,1335022
23067851,420156,1232555,644593,18968678,912921,787858,666991,21678169,1020231,1132818,511869
1190003,444716,1769372,908816,1141071,833618,683860,610358,15571370,2194382,2365631,1184608
847520,431386,1284579,674382,328278,723006,499116,418600,21345892,1076235,1809921,903243
1255219,462238,1839909,891965,14768897,797198,838399,611187,23051564,1754959,1172927,571251
2144649,614072,2207308,1152931,32045256,1554937,2557377,2200582,14930665,1133621,1230814,652681
15885753,558931,2164685,985301,14618812,618185,798127,613123,23597923,1085453,2211796,1179164
5576579,950079,4158990,2225247,23161413,432612,554754,436679,13821724,743425,589118,339001
3174935,580273,1682236,949666,22721723,451455,599261,559301,21053262,4309608,1731941,1198635
18877584,457441,1433558,781067,15244670,442669,630351,544571,31694238,5164290,2876749,2628890
17873079,440767,1015290,692216,19063150,472744,821389,755167,14521523,664121,601454,553902
5199868,917312,3436723,2264219,14567676,470013,662693,611821,19446660,696086,671571,656338
997856,565382,1523980,977147,20574564,904651,1233723,1091545,14488773,693128,848755,807251
240215,382968,704841,473690,15093301,624128,1103060,911850,23152113,14625945,2244919,2000262
1522517,538061,1405216,890643,19552472,703195,691004,533320,14023993,940499,770751,639734
298730,411895,717379,518062,22592482,602220,1920869,1054437,20040157,820275,426844,474722
1963520,561287,1133681,1100605,14602962,472503,1306468,681372,21385465,951851,836264,912086
584079,442839,608768,609713,23667647,500480,1272299,800747,15470957,894751,1786733,1784850
16550522,393933,609879,574164,14300924,474568,646709,434374,19530312,568527,706520,773786
1281553,483419,1787120,841501,611092,467338,779187,608978,18607036,2716591,2749829,2892082
658111,431958,1241557,638861,20427946,454101,615482,448961,22905615,1098872,1004737,16760417
250094,413273,404183,429097,19297687,570175,448117,356411,25566481,1364458,1305369,1643514
1018338,535195,799287,863065,15219499,620425,1193314,754880,15367676,912406,620750,664951
816828,490811,585001,835638,20631533,591659,1349659,1004589,27688271,798899,824503,985466
2633171,399609,428403,510668,800350,457767,830713,682198,14552447,546139,545949,624478
2520229,575686,1074167,1096318,16550847,594849,1241633,983782,20445521,551797,978209,927124
14879530,409217,487928,475731,19551043,644788,1751576,1088586,20522404,1176645,806390,795173
1342897,528389,1514630,974718,19265995,449147,842510,1054539,15947169,3457217,17131527,1086514
296082,391550,2744001,484143,16421992,788575,1726316,2565423,1449140,873919,1400434,1072609
18350411,413810,978778,607568,19704684,541628,915573,1245986,25813206,3167638,1530624,1509149
4088419,714918,1753022,3548263,14672189,399761,536053,661288,14321918,1386352,1057970,1001379
5500415,948756,2388580,2452853,17963533,404475,614329,789455,20823517,1303287,1020732,998817
337698,475341,572021,574021,14629756,451542,754217,1041442,21085292,1210015,1497370,1313679
2625614,574965,1226986,1201760,19434116,502424,1092111,1439836,14029066,795671,765950,738737
704147,440588,718311,719142,19771486,592096,1248788,1461078,26474421,668037,906998,885793
3154295,657895,1421325,1336178,14513511,434339,649057,631540,17409235,1129098,2046194,1971591
606286,478860,671662,839375,20492498,520839,1073794,932576,19436393,677673,871643,835687
243778,409229,435503,474274,16233372,503430,933921,862347,15514057,1516781,1311828,2062397
993453,521561,1667809,949799,20220651,747648,2013161,1938827,22665167,892278,1720607,3558085
1706684,501364,1787257,910522,19835018,524757,884926,867877,23811012,1464928,2888781,4111619
4108956,790779,3303889,1729731,14870639,540236,795317,772371,15599025,1404263,1472664,2198847
1870979,635722,1410132,1152586,19244112,443191,549485,491492,21943683,1371217,1090732,1755056
963452,505509,1274945,779124,21013867,559130,1293409,1079152,22002179,1099050,780569,1284903
18524965,399165,1009066,572607,18819277,445991,742463,672606,32854111,1565766,1238636,2160623
876389,447688,1047418,622226,16661210,566521,994767,977116,22167172,1081346,676752,1214481
834138,444680,940714,598810,41549951,505983,813251,778723,14104444,1120924,814240,1354834
1061797,497389,867179,682873,19185089,428721,743844,690895,19225975,821767,734128,1258539
593026,465214,598768,601730,15121170,483779,824096,801971,13879436,746995,602243,1027356
1690283,547243,1211416,1047119,32298449,467366,865149,817500,22590418,1262427,1073755,1787527
1031537,446820,1147575,928781,20302189,522658,943711,934272,21600946,945504,805584,1263405
190886,362722,469289,467613,22826982,539130,1229949,1179105,13697538,742734,502775,790436
2149104,580926,1166433,1141947,19388444,350655,560153,574761,24712218,1275030,1586649,2680796
285915,460557,506067,471919,14342453,398628,552959,543727,15204360,940791,710013,1131106
257225,368111,524586,426227,20156900,409189,531729,523818,21091817,1270905,740077,1260345
934043,499224,1100113,823679,17328087,811974,2029422,1912923,14487563,954456,813992,1449998
1603785,575120,1215708,1097773,20515221,681258,1076944,1032917,39749783,37376864,3067778,6068854
986297,513584,706101,791496,23426136,604161,1569709,1519818,24694164,605072,629583,1041793
1179436,498104,811901,918209,17384989,596206,1387962,1352926,14587268,878087,707251,1174599
579975,484728,455553,447417,21674503,689560,7925471,1060476,21098407,762787,543284,966028
589218,431466,435985,422777,14524482,429974,746093,487163,21888201,968932,1387528,2216952
898415,489881,690147,788704,946248,400552,557944,556283,14538020,997671,883819,1687119
326191,417931,403556,546388,25471199,559156,1071136,959599,19757297,673406,539555,1055586
243305,363385,459462,450275,20189163,406052,829745,525301,17900376,1161445,2138290,3635258
588070,430916,571152,649497,17393096,347413,486166,378807,20358432,639894,993960,1290114
729868,399594,510992,558391,19145672,460459,1030267,4916189,19201266,408908,661565,849306
1082015,493320,849004,936069,16336076,685750,1652720,1776256,14968301,496162,835404,929478
872961,461840,699952,819436,20291259,448287,488203,512446,22167777,483265,868053,1040103
5312406,942284,1947694,2261864,14128804,358712,385260,361002,16787507,1169197,2218854,2280138
1524492,596184,857227,1124563,19284176,535245,1009465,894506,27776215,690352,1173433,1538726
18388839,777991,736292,908186,28356848,479744,701967,678788,14659099,871643,789673,1385027
952064,775554,726492,1074416,16230935,551330,1302487,1225692,20519259,690384,573774,1106685
3658736,931006,848445,946639,24524948,371216,628697,725237,25868128,520327,539219,1062898
1326314,694789,483545,495407,14145973,333909,469259,502115,14372943,704880,1110657,1568648
1332237,797813,471197,468233,23890870,310830,376645,370916,23198434,803051,1699878,1711588
962241,747840,416198,424053,27315627,587116,1541494,1393244,13934687,500532,487102,475618
2492421,992949,908363,926359,15308620,449473,1087362,875059,20916481,496283,701400,725188
1048448,780260,543604,523026,23139055,436541,1025736,934681,22079978,564044,853359,859167
16551632,883648,621189,598038,14763952,449159,448045,445929,13972153,537761,734027,511710
674453,878281,576479,546677,19645030,483254,770851,729220,21811824,596312,495134,460749
918164,901589,815303,700543,15432513,491045,983682,1063286,14990294,778953,993619,873116
2289346,735573,399448,383418,20050470,512751,1014840,1132702,21483977,1207533,1050053,1008586
19721684,862764,732292,804357,21186553,743375,1288936,1452835,14170831,808870,685539,659971
521678,893595,538712,615307,15949793,664955,1657326,1758986,28847376,660819,438833,445652
911616,856943,846637,834146,21079239,476374,917139,976836,19527627,653294,646955,627718
18813035,871225,394098,382822,426736,362358,526190,684400,14826306,566640,586138,586041
1215713,946796,801187,844784,1098303,463649,1174255,1278913,19874568,603761,886887,829964
1139308,821250,766673,746113,15714913,502663,1035172,1173887,14203990,685315,1006929,872726
1117168,876292,854624,831499,18445125,627675,593653,898730,21005932,619447,948486,855849
787552,757126,686014,670926,19234272,556362,870503,1377308,20439506,523959,429262,401421
632272,930828,467500,475529,14832479,396477,741448,976864,15369540,599720,1360851,1146060
1008396,815886,762809,728363,29000454,482524,835705,905004,21058040,637418,1094854,909838
1080091,556709,788706,766002,15183285,453442,695914,657100,15539390,545161,591202,502514
587725,418720,470490,506783,18527502,363271,429784,405470,21205001,802111,974972,858239
15518539,477969,782827,924298,20790773,468256,906252,826142,14341237,605674,816573,707935
23661793,8302061,1002750,1040188,15025539,500986,1165324,971993,21386928,492408,689916,598870
1637940,1006349,888569,855218,19491426,520560,783218,748819,20626695,1225696,666844,551575
754470,395951,688329,643482,2133240,564138,1224434,1092520,19321924,1707020,4231655,17130966
4155909,631059,1509306,1525743,14911660,438619,761614,577833,21633386,831480,880163,1161962
1087830,390225,754092,752062,20356647,464354,1125016,703814,18511566,1537534,21431478,4741617
722903,378402,523614,505096,18920740,366854,557171,432833,25954751,771889,1263457,855818
1158346,386604,867951,739879,1736419,569762,1126879,944025,19101278,930731,1440028,927834
1079912,361863,903457,709119,15462370,375750,828640,436359,13968339,569830,787925,563754
1177337,554507,958940,737674,18965504,378206,643780,558796,22797431,765824,1933419,1753493
524599,452742,573621,550706,16324296,575472,1095564,1125537,15133691,651400,652976,611070
786017,504021,673978,633772,19321981,574190,557107,651532,19340776,524415,511990,530710
592477,484707,475619,460590,14602613,511040,697253,678024,22550533,556642,1038438,1054983
2787575,693448,4412111,1104555,20712699,451052,717507,695658,13973829,441200,610898,760073
20606762,355602,583829,376329,18594366,369264,511255,479928,25509824,1813054,4384732,4189051
892430,369015,529398,549952,16435128,810463,1332586,1089997,14744222,597349,578388,577025
630382,336397,559029,2211411,19162262,576265,1255908,947945,20460960,597527,546202,877488
1149183,405241,835166,1094064,14675628,564292,763381,705945,23350210,500056,701582,686500
15619467,360278,405954,405023,18970413,440352,550373,519338,14438465,466260,724509,749220
15824513,310445,357959,363739,20117860,621425,1001088,910833,23527858,579074,811353,791108
641665,332014,486679,496160,14730715,487283,402838,398323,15114524,633455,871430,871841
1162535,373563,714492,722660,18819720,617562,445815,465013,23370658,1340297,1783801,1709860
266452,303895,457592,374896,16308959,560946,1100837,1086630,21270780,818425,979778,909975
18911248,380550,993859,770841,20616657,634622,1754592,1394424,23223952,1700421,1843982,1842030
1023847,342752,834259,743253,19678209,444636,681079,638309,20619575,946292,877178,901301
1744395,419315,996139,1150347,14697398,462324,647303,553685,19368840,1534984,4201310,4164189
16606860,323415,528968,609296,25049640,497483,1084321,1098424,25050054,1247349,1071327,1079741
190278,302165,335320,357761,15695760,365729,572400,658262,22181623,782799,714454,758485
881770,344498,525845,561548,23367208,469867,994151,1075925,15249687,469586,481608,487544
23593764,391636,821240,936652,19789881,529920,1184870,1365403,25561508,1396957,6120655,3953524
882495,359158,725412,858867,15930845,505737,1352815,1355784,13569139,658965,1184335,710745
1111836,366035,908440,1125003,20451347,561963,1108306,1086459,25111644,541024,733656,558317
597334,327441,440245,552617,14093405,367741,380219,459200,23169667,863645,1254154,1123108
969771,366447,681259,951684,20649371,420444,773130,913564,14149447,604067,561654,561563
