neo4j_cypher_p_100,neo4j_gremlin_p_100,titan_bdb_untyped_p_100,titan_bdb_typed_p_100,neo4j_cypher_p_1K,neo4j_gremlin_p_1K,titan_bdb_untyped_p_1K,titan_bdb_typed_p_1K,neo4j_cypher_p_10K,neo4j_gremlin_p_10K,titan_bdb_untyped_p_10K,titan_bdb_typed_p_10K
1229743369,6134209,8868631,7881854,50302691,654636,1957419,1247053,57908936,2269034,4526027,4028652
65493822,3875981,5059117,4622030,55325211,2652435,7608267,5421400,49602019,616519,1598256,1392444
63646665,1836843,2876006,2508230,67653677,5751051,15512738,11351652,66669640,9452197,40337633,20610090
75355641,8253149,19990215,14690788,58941018,2808526,7907851,6574832,68014997,2124300,6285974,5513392
39834549,769078,3147524,2506520,52539154,2093009,5993935,5194442,64240478,7725451,19206622,17896983
45842366,1564187,3917629,3674592,56369477,6093202,24571158,5033213,53027367,1262705,2636089,2311027
49432928,1415494,2968729,2661459,52516294,2039189,2438714,1829566,71250743,6506368,25236748,23824701
47369417,3678989,6238786,5251692,51390045,3054577,9163129,7320911,60443864,7761241,29069900,26967944
37925152,1287385,1703186,1527232,55280188,777950,1877562,2235180,54683971,4574211,14540833,12766361
38880709,1600363,1980804,1839732,59411382,4375928,10995503,8731422,46345017,1341224,2824393,2762079
49801734,3544790,5587292,4452461,50463091,642115,1460167,1219414,48402661,1295491,3178530,3163138
44372192,3044608,3888888,3927362,51334990,2049516,4610354,3570250,55112040,3981800,11158505,10840020
41455216,2034293,19800164,2878241,51710351,2919079,4740226,4137654,61088297,6451561,20182682,40886205
43926033,1495643,2790632,1815327,51318266,1223709,2686854,2819312,60117091,2530417,7768121,7102110
65768809,41808879,20042152,16135586,50025230,2486729,4081420,4060354,62631616,3587933,24913760,9094118
38598150,662943,906060,836316,59647506,8598656,16634936,11109759,65278419,8024375,18408728,16229882
43910650,1067117,2810901,2651820,49700313,1600422,2395202,1990464,62687785,6762474,18014233,15345307
53815382,1468569,3500843,18894772,60449445,7252164,10121613,10885525,63177972,3651268,16336628,14467329
82992076,11036027,29158421,22296221,52127834,2130517,2465403,17671567,73386476,28614454,30752398,26391321
40239206,782705,1585443,1564656,62039352,5759698,10676385,10449355,57767406,3020560,9665240,8806796
57507999,2335413,5110949,4342303,60761484,4244425,9908006,9580991,58669487,4682428,14523756,18692348
42469207,1633521,3780988,3212309,49465017,713230,1369613,1288830,59803883,4453479,36057373,28476644
39502432,1313995,1973242,1682666,50966940,16376767,3274592,2964930,64966086,5699888,18951979,17033960
47072517,1188000,1650288,1444030,51320673,1545548,19715942,2661579,51520994,989494,1966187,1766056
50734653,4261468,7961429,6746536,79508163,4768993,8728548,8620564,53671975,1892121,6754735,6249895
38312251,1220181,2024750,1885643,53995605,1088327,1749092,1559063,54199506,1583382,4130232,3633914
40657849,2116187,22923908,3246666,59883376,4372851,6971162,5865512,63088710,5130464,16227340,14230779
51397395,1811838,3470731,2861857,58240791,1254806,1727475,1603097,60404609,5889052,16738919,15016261
54365928,3418155,7342801,5799261,54328140,431833,859227,861907,47999192,671770,1737005,1529220
41995913,1640029,3280132,2881163,50742211,943302,1608870,1422427,63453505,5246621,14454617,20029427
64465245,2728677,5895362,5560932,40815994,645645,1556521,1390241,56960492,3332206,10530739,9510644
39194298,911769,1509303,1450239,55774638,2457899,6033285,5420362,52739798,823603,2278137,1923414
39863897,1135820,2385496,2143291,66373286,5508328,15045535,13305802,68592369,11634260,39573124,33366173
42764809,1603773,4019155,2859061,57552939,15868222,7143488,6640557,70312554,10994745,43511077,36872838
48417419,1009229,2179167,2206386,53630850,1643203,2895305,2669144,52960727,363336,387139,396121
44120727,1426438,2588354,11335779,64283844,5324969,12090402,12042989,53125067,2192582,6846744,7286185
38092418,987266,1832394,2404300,49502097,1143303,2171308,2007021,73066263,15574053,44135642,43375605
63363807,6932835,12337055,11516180,55729039,1817425,4681523,16198614,61867113,2897531,7403726,6179435
37904582,1642025,1887149,1497203,53697220,2217399,3901289,3489409,51418777,716188,2368593,1878399
46586886,6341017,2845833,2237855,49093095,1129176,1740500,1637146,61410259,5700523,11184981,9788230
37543509,1413725,1622479,1277225,47531947,948540,1316884,1197991,65162544,6711928,16201596,14180108
67404292,7056695,13327537,10948495,45697462,817083,2274544,2202968,64231025,5318339,13635724,13114517
41032070,2559363,3867924,3500516,46899851,1666471,4774603,3965470,65535606,1031502,1946581,1814925
45137551,2145590,3307892,2692098,57669527,947818,2568047,1768329,66993678,1516206,3689958,3221044
44657017,936851,1552450,1438239,65532368,6695501,28768795,11738001,72987881,2987316,25104587,8506030
63308291,3580099,8884162,6829906,65079392,3795507,9005589,14918016,53504423,20093222,6825559,6069740
38533321,1239943,18511518,3557464,51705199,873411,1983064,3365267,39333305,1940871,3039606,2855169
41560296,1815888,3691888,4515843,51583507,1355079,3086110,4135428,48826018,8213975,13575708,27472987
52566258,2024781,2644400,2652559,57408087,5642229,6503380,8651512,40907984,1759600,6014606,4972015
47376733,2865908,3952205,3935655,46755554,981093,899536,1506277,45056887,2350717,8233786,7130508
38626446,1582096,2091336,2269372,69075046,14080283,27340370,35870233,60264325,12021495,29538301,27812545
46601856,1239874,1809566,2020167,45820089,710002,976068,1139800,43678177,3709951,7921181,6733701
40494776,1159840,1892484,2123088,59491512,5209134,9032872,8206321,38801296,1226967,3789901,3111715
40337060,1352553,2418476,1972325,55989673,4396130,8899378,7591937,55192138,4121353,14278870,11885261
47493507,4901607,6819216,5056637,61153633,1841658,3457084,3031639,43719852,1291182,3055511,2673421
44993531,1297123,2744290,2491381,50964176,1136252,1034636,899258,38488791,829123,2230574,1885082
40091339,1272050,2244621,1870297,52382779,2661035,4944207,21494890,49518668,3266896,8431196,7424548
38853663,813424,1554611,1322156,56754047,6173682,35407369,22655684,58685301,10104012,25963291,23350853
39265200,1408499,2461932,2280061,49326099,1281496,2144152,1882369,50186392,7099221,37591211,15203030
41911154,915976,1693785,1577891,49657855,446385,1084520,927814,47292498,5466928,16667611,17043095
45066338,1597936,4244088,3710785,48893952,858267,1762641,1593738,61899013,27562090,118417142,116623745
55744300,1913997,4380641,15746178,49399693,2248453,4875191,4842739,58009829,3603526,7438505,6389790
60033806,1123518,2257578,2175110,47466560,1135906,2173115,1988086,79029552,21291585,74281580,51958643
44346065,2524623,4959284,4361118,49282387,15525345,2671864,2597927,40989368,2281484,6476219,5746452
40173611,1762178,3323243,2993330,44653324,858654,1484325,1497093,52683693,8703046,25045167,35279764
44753742,2347361,5059970,4550948,62716540,13428346,8754560,14699598,58402347,3970798,8335632,7259122
42979035,14080600,886267,764401,48366560,2660692,7859537,8761395,43065286,19201922,7409064,6633776
40110578,1445740,3012768,2700442,60740355,2230759,5198404,5118892,41053288,1842692,5194921,4690693
39893797,659681,1103489,1062612,50297555,2088147,3446460,2927543,62377466,11816751,27966428,25234855
53669649,3233445,7517191,5954244,69697002,5951904,13990549,11216043,53962978,2912055,6962093,6579745
38565466,914027,1633218,1362676,53854791,818420,1906050,1557193,40011055,1312534,16025480,2681213
47101583,4074367,9510563,7615673,48929580,660780,1597058,1366990,50033517,8013625,14369041,12193097
39705147,1416009,20936125,2245534,64035151,660892,1413646,1321239,40690486,830667,2647416,1469725
43576578,1024334,2037914,1705966,70694073,16433917,13815371,12705228,43859265,4676184,12360530,8278873
46846058,2345508,4871438,5078653,55079194,870699,1349919,1030011,49271007,956182,1856480,1631994
41464546,2024483,4030054,5680771,73250463,8822081,51254469,29700775,45084813,3867589,8643306,7440428
50562445,6187025,3928376,3104592,54578777,2526710,6163988,5485822,38465617,586581,1469938,1240570
45211134,3253080,6243184,6232803,60304756,3246980,7486443,6372860,42577112,1377340,2545302,2144910
38413678,1125767,2346218,1912906,63749390,10600848,9876474,9953242,50536295,1149636,2790799,2263354
45074749,3169045,6657311,5581820,55217611,1142650,2363945,2192773,40679454,1715183,6773981,6245630
52679375,1719949,3386503,3858537,55742685,1728116,3885867,2947470,49087989,5921694,20850656,33982366
42151075,1732073,3638763,3597009,44612649,1084688,2535057,2126803,42273759,1155322,4871880,2637969
39355507,1364576,2422711,2422086,82001471,8660411,21163075,18456835,59366927,4519446,18229231,13246379
49113679,742880,1451632,1664342,54127172,2964739,6690868,5431218,48017858,6377060,7585285,6809412
43554263,1123969,2325430,2192008,48474710,696813,1193336,916222,40524653,1915098,5136645,4498080
51692361,3896963,8200357,20841812,50884898,1619646,3270565,2554140,40142941,492536,1157089,1039669
42440648,1870244,4524881,4254902,52118662,743249,2322745,2205442,56566401,13539948,63110043,41853070
55382862,2760806,8599326,6082930,55810872,1681570,3928841,4018310,55240436,5749376,22252663,20697344
39535284,1124113,4824539,2237243,47274231,569463,1330029,1208768,40307080,1844056,6843571,6239395
40603418,1938381,6914225,3523741,59120666,18202783,27194604,6242174,45382177,3030562,5903326,5177074
52746542,2173589,4350283,3744058,56956469,3348079,4481443,3547283,40528593,3202077,9423418,8005917
37869353,1370459,2444770,2123668,50859253,1213900,2369289,1931902,54363505,2572453,6870895,4945030
37185936,726809,1158490,1003902,55131254,1927049,5229635,4106506,53925553,2116942,8148129,4162395
42385709,1411162,2617386,2305615,52522011,1162761,3173684,15764581,42216574,829521,1515700,1216878
52298880,2255227,4780093,4222470,75573292,9749599,28550365,26166916,38348659,542157,1050887,917777
38099257,907702,1496591,1324095,50300696,1123682,2445699,1900713,47253130,424107,774571,674891
37572875,1264983,16847862,1082820,52563815,805652,1653740,1455798,40082934,1781508,4642406,3776319
53639627,4999890,6650302,5626508,53094905,2964998,2975249,2452149,67075733,51017750,46001889,69407955
39768199,2446723,3420569,3988343,58104117,4280653,6524528,5245530,43330333,2403246,9765243,9510647
40061852,2429388,2982098,3969031,82369321,11616732,29111358,23825905,54175105,5752637,17183596,16098068
75536799,35321593,46806743,41316412,49644145,1546290,3488975,2724475,39895184,1688001,4060706,3820456
44782358,713059,1801404,1486032,63321655,3332319,24247908,9029629,40714063,2147988,5010076,4855735
36694078,669261,1279625,1046933,51520557,1170433,2180393,2348315,43055086,3648897,9468868,9095284
41726889,1556280,3306132,2735687,68214742,1571601,3747173,3803372,58547391,8976274,55123617,32936524
49170562,985342,2059600,1772902,48101899,820858,1148801,1108328,51253702,1332910,3296904,2730718
39021959,744257,1719916,1307987,52785621,1795461,3786054,3352335,40733529,1565791,3972586,3614326
46633046,2900936,6471792,5391689,47748529,837217,1358728,1290973,51269344,7082155,15418565,13594574
3679537,910476,2194120,1964939,48749376,867381,1176726,1154450,43005461,3503331,4938253,4244746
46706943,1422227,2670672,2287776,45643532,1124626,2281384,1941876,54346781,4625100,6474669,6041556
50167095,923768,2551239,2445936,59163081,3356424,8748836,7775080,53603240,14169605,20090043,31725025
42218080,1793566,3419750,16077216,57859019,2617644,6227735,18995508,41627905,5704220,6486595,6110564
53116106,1482008,4447108,4651115,47001017,550961,1097117,944189,40897251,3512478,5471049,5174628
49634069,2098630,4376956,3931464,54726367,793888,2158641,1750759,49054631,3881297,11723694,11318566
42021903,1769852,3682288,3285188,60205713,2610173,6126960,4674234,44743007,4121406,8836258,7238802
41508380,1778913,3911257,2863520,58154143,2487022,3043400,2641285,56290707,21584205,123345994,92952954
42770952,1979173,16121207,3488079,52001816,2077961,4314033,3420618,44992640,4009482,10472982,13991196
47079364,15666254,3931495,3115112,58723626,6515584,27214677,25374421,50008588,937812,2100359,1676211
40259567,2552018,3256250,3113657,47181551,811149,2058080,1760857,41757556,1851659,2978562,2557053
38861600,1299055,2235498,2414635,45043511,1922954,4378235,3862437,64493974,12403134,39209853,55181409
43100593,953211,2156081,2058183,55489714,2689878,5523264,4685596,46594982,4193117,12636290,11159251
56333206,3108552,8431302,7746093,54031486,843013,2500295,2352989,75026683,39035413,62216178,43109554
41943653,2553524,6231319,5593439,50089974,1406962,1772198,1619429,46748702,3549916,10714177,9942726
44324945,933797,3513035,1773262,77159290,4618028,32855219,15065864,43127449,3269834,3642833,3279861
37983631,828588,3065950,1302277,54602581,2038681,5842921,4719860,49744745,5008990,13277519,11148509
38764342,939284,3961047,1887722,51879564,1085231,2992605,2702296,89731630,16938636,43399389,55289703
64037634,15092922,15038133,10677541,48961036,1815019,2949288,2420070,41920824,1851055,3428273,3080996
42429745,1388489,1811629,1338934,63316115,3766590,7818515,6808541,39757118,700752,1508130,1336153
52672475,3701621,6801786,5911979,53182791,1438094,2535712,2328047,40965703,1148862,2601548,2439419
49889047,4561873,8945876,8125360,56967294,3932669,12316382,11385636,62026729,8312819,51680474,23336790
47966637,829508,1557798,1360535,51533264,1907816,3858868,3432179,44816887,4464855,11520183,9588101
48290903,3416432,8620147,18127287,51217085,19471935,9683892,12288356,45288086,1353195,2476767,2107352
39023943,1105237,3028195,1910831,61379567,1528129,3165251,2840351,44342930,5431829,19046303,15883571
38524743,1018562,1954366,1618056,61670590,15105068,10297350,25916830,47330102,3185102,11418128,10293950
46308583,535301,867132,833919,53834733,2300615,4209432,6848005,66716385,14271964,61171606,55246019
37778890,686437,1441927,1174798,59869182,2686658,3945625,5949127,47246713,4281823,12662482,10696139
40792913,875100,2009699,2057264,57829413,2754031,6400864,10296553,52210403,4088352,17802332,32640583
44123102,1146683,16070798,1934785,48419732,664969,851300,1205156,41694006,3105638,9784919,9700168
43327996,2292985,4965970,5203315,57957961,2790187,6457424,8039384,70409338,12013923,57604729,39248715
40530885,917617,1822714,1854243,64589389,2752232,5987071,6970834,38475895,916988,1955676,1683406
43950101,1904503,4123272,4302910,45021294,413686,911155,823621,41089617,2881186,7025226,6225363
57084785,638584,1254720,1290840,67135612,1908446,4624164,4301594,43863047,779340,1149381,1043600
50551133,2581467,5988137,5859141,62293010,4783313,31806089,9627710,46737665,716332,1218745,1175912
38345769,1002951,2019971,1792484,48649116,798480,1840390,1497670,46460624,8315553,28490093,26234645
56138064,1849543,4421396,4008793,54496335,3082470,14948567,9069854,38709320,18246807,1122309,1084781
38993756,637580,1530237,1440049,49644710,640381,2020702,1031057,41935278,2293591,5968338,5476248
41649782,2001363,5172354,3722364,49752206,1490550,5270581,2841363,57506044,8933184,14259027,13112846
44157440,4047114,3220419,3055314,55119002,1950212,7355153,5156872,43634040,939119,2368012,2271150
44584965,1253684,2329613,2003008,51445845,1514503,4986370,5024305,41409091,2660575,9288632,8188029
38249796,878851,1784436,1384541,69176846,3316275,10538509,11021992,49469467,3678628,7395533,6193296
45025824,1685713,4431593,4075023,50129208,1295849,3296437,2969073,48778097,837099,2496563,2433998
42110629,1337375,3024654,2541820,43721332,710845,1598812,1366511,64515951,12030706,59081230,49724951
47257060,1558065,4130824,4020184,58225851,4507824,13287586,11820739,40233348,969514,2435375,2232071
36770031,428954,759176,706290,51014304,932441,3213056,2116759,43299635,1872006,3233210,2939653
41834955,1545725,3700912,3226435,49206776,576680,3792049,2102161,44164590,4537706,13951033,12372741
43735543,1091337,2466224,2288723,46975370,296763,1256776,563077,63336054,7820418,16555259,14689601
41435693,1649370,3406412,2846591,60179227,5697637,20845151,44119706,50237486,6789271,14825526,12754388
42588865,1984571,4825774,4206368,62436574,1010256,3171652,3706702,44754085,1692461,5010059,4565410
45605924,1320885,3105269,3051561,50166068,1709558,4171233,3676666,44164584,7913083,34506747,22818566
43991947,2416643,5782005,15912168,62811687,6964413,31942803,12502797,60053214,5214837,10531138,8806667
38119643,775525,1188667,1183089,46473268,1035576,3466321,3112129,39055518,1299928,2544479,2244673
38516436,828769,2030068,1557493,51250649,2525463,8858474,7179550,58471010,21945367,77619793,78859961
45026154,1490257,30525537,2882860,54460384,503628,1218500,988772,38112200,669380,1017046,1031390
37635496,419654,910450,891871,45852662,1185655,2164226,2104984,63202276,5004476,13694727,12700707
60244950,6706937,16170997,14496272,49776032,1478313,3375448,3213530,47961842,6213916,16665673,14753837
51904529,1169358,1722216,2550484,70723621,3259641,8885119,7629157,42709989,1910939,4738614,4179145
46380542,3253700,6709825,8565130,60695188,2576271,6391392,5530764,41738761,2320449,8722254,7623926
43660964,3642717,5167251,7703511,52507252,1946420,4835909,4150062,55698306,2856111,8191570,7175880
40462203,2685415,3715608,5297366,56095950,2913617,8335807,7871760,40210852,1913388,2302894,1971305
42900083,1976314,2284574,3036680,55318358,2242698,5496956,5188534,47442187,18595256,12595527,11071870
42557895,2566695,2873520,3989668,64960350,3603129,9175197,8192372,41114239,4058739,16463979,13705600
38068409,1737935,1683433,2587405,55186458,15400196,4060593,3658316,54637964,1443050,3057022,2520694
51472370,2534879,3231729,5009496,55187531,1353866,2912283,2455702,40678612,2949814,6427935,5631940
38526590,15350584,2215317,3119804,56775010,2663329,6282403,19568832,50650357,7616254,21922301,19436626
39554730,2034834,2630890,3345391,56318149,855263,1533395,1315177,38895036,688096,1749163,1438299
37612646,1362546,1483821,2246391,57191426,765472,1512625,1301963,88701671,26431539,94882760,85327441
46424099,2473490,2159993,3272713,50741654,2820528,2724185,2597481,43117240,3911756,8124408,6842976
37763874,1073782,1109683,1785689,60987292,5000660,26569057,12306058,42891196,2513659,8073403,7291356
56425495,9369731,8606004,12296465,79032905,6861509,17343630,17126073,42002464,2226156,7787200,7373149
39275726,1772520,2653533,4012316,56628823,1087709,3008454,2711236,41955577,1033654,2798120,2612634
44024355,1868199,2958350,3967199,42691114,945298,2302500,1690453,97251546,17405232,77715421,54414309
43824065,3480986,6453430,9022150,49676262,417654,777776,650108,39116039,1356321,3885299,3484252
51677107,5122444,27385277,12074799,50812787,559675,1437828,1401436,68688260,14085550,42633771,54035345
45103538,2899277,4518813,19308656,72730203,5067900,15499299,13507824,72324236,10666278,41910895,37093216
39769250,1426957,1955731,2622227,57502940,616306,1045843,1098142,49433642,5912453,16688881,14951136
49809091,3230747,6158664,9624309,47716815,1346379,3118943,2616535,46882259,4313887,12738772,11380149
48840386,1889033,3293763,5656700,62957406,6733155,18403158,17329668,40352167,1299786,3858206,3375820
46761628,936836,1075990,1613337,53494717,2426396,4978422,3963180,44384027,4534207,28846112,13437520
40174425,2047646,3672385,4884716,55554092,3872980,12017438,11835985,49016149,859728,2045382,1664948
40969322,1622264,2452762,2839982,52971957,1357060,3898521,3281166,38297525,1019860,4491353,3680222
43540140,1961211,2370883,2933992,50731333,779628,1735305,1230628,38625069,503751,1573858,1474806
44083917,2313158,4268823,5962255,44415734,1164524,3115959,20140676,38548842,407369,814076,753099
41031785,2230930,3065505,4158299,53990619,3057825,5976062,8270945,58206721,21076558,13503471,12331278
49170667,5614625,7879268,10912160,62881540,3119863,23553018,6806242,43706174,4776381,15168427,26245634
50023862,3882200,5648167,8930669,50406527,1550304,3843536,3152754,39142418,1318990,3165263,2927774
53454155,8415782,10896033,10059326,65295686,4503381,10820059,9174589,38001408,439113,880082,809692
42339251,3250088,4387776,3824441,58424862,1031231,1530620,1447078,53993155,6476222,10728712,9610237
53698010,6736826,8311444,7131302,57051464,3092727,4329315,3636589,52315793,9044148,21274376,19778674
38462005,1965792,1983201,1624884,47086338,579338,1064842,1279267,49753177,5539859,18370795,17044600
40926411,1975365,1861052,1554668,49769161,1400915,3563209,3019675,42389560,3044144,7166979,6036622
46043534,2031170,2087914,1894943,50157168,916512,2176344,1497122,49776773,773570,2051793,1727589
42271103,3652984,3945219,4024272,42994327,829193,2076374,1577370,40437148,1338101,3094117,2739628
49548944,5646695,23852914,7658172,50263866,463955,1129473,832658,38174816,455253,1118221,1004616
38721014,1498524,1515670,1459217,46920371,950710,2470242,1831799,40041758,1982731,5770281,5011294
42749848,931734,895751,848584,54403643,5371683,5277160,4759358,41762268,3237899,9066581,7734696
38878637,997673,1095551,15082025,56391997,656809,1329112,1936964,52246653,4117442,29080060,10607048
38499550,1032360,1045269,1413388,53516795,1260655,3059502,4619802,45144924,3475232,12301108,10297362
50414482,4590751,6271355,5478796,9933156,1888728,7595165,8680346,41221491,984860,1713530,1444175
70289294,8401141,13883283,12441096,53016973,407634,959515,1081771,53659061,11257286,44523605,40511146
40429779,1608244,1385779,1314694,48763968,831013,2277211,2204977,52222992,2336235,7341882,20289306
41409042,6324415,3293559,3214347,45180036,991450,1958661,1824564,38721052,897189,2243670,2019868
48043013,2983708,3912962,3281850,51406206,4143492,8632114,8987275,64413240,19943379,66609993,60467914
38968235,1677594,1759038,1533735,50510946,2002115,4465577,4082434,42441947,2018827,4780044,4423563
38696838,1334993,1835198,1916092,58226663,2275604,7335028,6882169,67531684,17706879,81697323,50476605
49695666,3213826,4149610,3875300,60759786,1067369,2695434,2415299,41514152,1468056,4207100,3772595
43550862,5865931,6739690,7052390,53020918,493575,875841,794947,47564426,5558261,21653171,20424567
37209203,1258299,591681,746385,48125395,637974,1210968,1050552,58724968,29667455,31611085,42183286
38467427,1833271,1736946,1875127,49300824,1239801,2855916,2359911,51804837,2430388,4690229,4234999
45657896,1200824,1589678,1794441,43506669,590609,1023184,959880,58317858,7793565,24144255,21252294
42480515,1981983,2345037,2624709,69336112,32035226,29423398,23282158,45363482,2891257,29709911,7537524
39560021,1622245,1724259,1877220,45652431,548761,943783,1276296,46049119,4457118,12758843,10120683
37829350,1558459,1483027,1401872,47822541,593590,1346340,2036326,51475023,1321006,3761045,2992221
43246630,1018729,1030259,1067883,74751173,3571530,9006269,9140951,43706922,2258875,7917936,7343058
40792454,3086005,3698969,3113973,46723157,787036,1527015,1486497,46087338,2168212,7685825,7684810
46382899,3386045,5105515,4108560,68979741,17887869,15337070,13523742,44858432,3069281,11280324,9158456
48176315,4070925,19757164,4423837,65856133,6720064,14546727,12680950,98628992,41350277,84476269,95113282
42284671,2175800,3306264,2677899,52304014,673502,1273068,1173230,52998453,13633650,67158805,44722769
39420376,2589528,2298178,1993911,62504574,5865944,16617407,15405917,46821177,4755351,15869042,14311302
40301510,1507764,1808098,1738425,53900667,3567789,8080251,7346052,55816322,7914035,38871597,35792789
45417672,1483850,1668813,1507854,71859428,9985178,5749248,5403386,50788930,1256824,2933374,2663331
39256712,2082579,2178081,2023157,46419176,832023,897325,767192,40870706,2605605,5584781,5063986
37718845,1217153,1411561,1298935,49902114,691517,1645993,1377963,44342800,4163314,13216324,12582732
42722041,1705750,1841747,2022576,45220789,1956300,4325581,4220794,51312068,6940136,18868659,29458905
40658886,1630676,2218063,2045749,50862939,1822621,5780539,5636059,62512401,7278150,21104359,18988178
39453084,21717922,1505948,13759331,49147735,2168307,26453071,3860986,39053294,845644,1682798,1503387
39984888,2236395,3185806,3020286,57721948,1159070,2439196,2276000,45851005,17740109,12751683,11038652
45596551,1257158,1513007,1412217,52453543,1555852,2944247,2520165,37712262,590188,730291,719095
44158965,2963852,4155751,5730814,59903377,3524583,7202291,21219267,43600627,1038090,2418299,2261739
43384625,1936566,2164941,2005370,56909703,3478532,5818514,4927684,51815722,2102823,17548144,4924983
47912084,3593768,4497096,3896432,56855816,1252998,2644230,2267224,43166402,4296162,13790363,12242364
37387641,985712,1322520,1277939,53477230,1621221,4464882,3991126,49678737,6563582,22235606,20867900
42627371,1394952,1256837,1130778,51287223,1039643,2562232,2473029,55021965,10739364,21680931,19764095
37686455,857988,1122021,1111774,56091016,2349398,9855432,5544034,49866149,812656,1373077,1320732
48706939,1315424,1934948,1843705,43916292,1028566,2978481,1503929,42357663,1778414,4251279,4008531
42801151,2291019,3373131,3124978,51734333,702408,2720986,1285888,43081575,1412290,2680988,2253931
53402336,4783546,6396662,5631525,51231834,1293210,3453311,3121787,74707101,15427937,65758773,71649777
41676329,977631,1064861,970021,65076369,791861,1407175,1209848,53670664,2864279,6409133,6248631
49681087,2547073,4473533,4291127,71604220,1663119,2866475,2467751,38922135,1274324,3303560,3294833
38513783,2313234,2865014,2592153,59608168,872459,2285372,2139975,39561393,715367,1707770,1685620
50644329,10153904,6770702,8271472,69550003,1344210,3833125,4167077,56749007,8228394,41008220,20701231
42936194,1090431,1113126,1054012,45025177,409067,1347445,1510531,56050883,6238855,18774189,16186214
40534926,1469651,2378493,2195364,52845971,807632,1689731,1794844,50918360,5596393,17540177,15115869
39767406,1856408,2902120,2525244,52615117,1112099,3129513,3366906,40838724,2986892,8317670,7631501
50465125,2257328,5396447,4994662,48181953,551340,1165778,1506103,37550345,389279,937096,813913
40032209,782725,1490334,1231292,47209835,726360,1132152,1026929,67229975,10946856,36585234,31964186
45108271,1383006,19318380,2402137,48868369,15264820,2721017,2430374,61780188,12886656,39514397,54568293
41029708,2753690,3674328,3146478,52534819,2728538,3202824,2815536,40965503,2206406,20081589,4364803
45020878,827313,1945765,1739038,52040742,1444123,4354623,4258748,38459535,931403,1500744,1201587
40128387,1368951,3029033,2509012,43242220,533568,961472,927853,64550743,9685625,35750407,31088865
38280769,891660,2209867,1596999,55559067,1638136,4500708,4213943,40933880,2430777,6124486,5453248
42640344,439375,911939,794192,55855124,997144,2388669,2123485,40080929,1845968,4105120,3795757
37218327,802577,701637,628403,49859877,752561,1417190,1233713,40544452,859902,2965185,3173045
37898708,811926,1649408,1465438,59073393,2813963,20846435,6818099,38643333,413926,781540,907057
40540055,1254309,2938020,2541385,57607710,1693060,3756200,3496543,47595286,345890,556666,537043
43016337,813285,1635906,1378904,56468938,4078233,8804116,7920841,45380007,16857783,11140297,10045077
38973206,1233448,2330426,1966924,56139154,965259,2673840,2401536,50537439,5709429,12012532,9777853
51386150,2629508,8273364,19131613,214735819,14210729,66086293,72117477,39932780,1118861,2400380,2087358
39779886,1407831,3415163,2668735,52510357,2915997,6678727,5036349,54777541,3441684,7572493,6275338
45806838,1336352,3625276,3198351,46304954,718627,1001567,778556,38898417,876305,2529330,2161507
53244907,3478606,10683342,8336046,52486039,1188084,3084066,2719904,39318607,1983377,2211358,1936510
40425034,920222,2163287,1970783,49035110,695152,1468447,1201093,45004327,3477758,6702916,5625751
45207357,1396293,3010598,2539699,56105308,792172,1420327,950339,51836514,2489965,6589902,6031121
37541784,590341,997205,834407,64749017,3179050,7752469,16294809,42249796,1468237,4695534,4298562
37704693,574417,1214120,1203207,53678289,1612570,3092406,2394447,42113339,3343574,9852661,22121876
39892217,1243250,2720205,2376157,51543860,1262677,2857935,2462511,44510274,1263257,3548648,3173873
42885812,908096,2169641,1847385,50884800,685637,1009034,923141,91760074,26075842,100139355,72565917
40873718,1247730,3143078,2890484,56309093,868240,2441242,2517505,43468737,4096840,11326594,10284523
39283161,1231293,2650945,2357312,50765463,3114509,2682927,2568596,44974571,2507604,8727204,8067711
42724204,550954,1187375,1182023,55948170,1662361,2980409,2801318,42162152,2191994,4330460,3569866
38954253,707989,1496002,1361771,48921559,1665461,3344069,2970957,90370276,13697141,63972693,55362700
43592966,1555728,3919702,3720222,47259732,608077,736840,647070,45424608,4417670,11297180,9807647
38553267,790826,1600576,1644538,81497567,16207261,18969616,15361744,38747651,560262,1270044,1105390
45317156,1102476,20885677,3310323,48200734,951959,1130754,1083487,89393189,64185748,103971649,95810307
43142999,1515596,4358808,4014207,46582018,1011097,1214904,1121205,67942863,19135505,89149605,69430093
37442151,817693,1872956,1602189,46855257,646185,825418,917949,43731769,772376,1553706,1212179
47301816,1948506,5333795,4283033,51414397,1840802,1760973,1442293,55042653,15804597,61839407,55541923
49042002,3645057,8815596,7685019,48708726,1411141,1419173,1181705,47179840,5718701,13040386,11187013
47302730,2716097,5418000,4813718,59392723,876577,1252100,1144382,56231595,6370733,11953046,10753022
40049276,1139639,2794847,2450674,50757422,1502425,3186073,2977785,38657611,965449,2566967,2285379
42884065,789722,1510413,1364146,65353485,3935329,20052513,8811301,41612385,1574554,3611256,3290446
40727120,853114,2070765,1981719,51955515,3220113,7175597,6957679,52170055,17034369,58043268,51640466
38918276,1299656,2911800,13153685,54192564,963116,2953377,3226997,38502932,1930577,4742880,4177492
42217020,834703,1747758,1524769,48069240,554585,744519,868889,54505421,1570730,18399300,1950449
42366185,693088,1393145,1452062,43243879,1290748,2278769,1869934,41740611,2677432,4984736,4170433
